celebrity_name,season,week,season_rule,judge_score,fan_vote_estimate,ranking_result,percentage_result,is_lowest_ranking,is_lowest_percentage,method_difference,placement,cumulative_score,avg_score,score_rank_diff,relative_position,season_rule_encoded
Lil' Kim,8,4,Percentage,27.0,0.0,11.5,0.05578512396694215,False,False,False,5,230.0,6.96969696969697,10.942148760330578,3.0,0
Steve-O,8,4,Percentage,15.0,7.026261804613757,12.0,0.1658990998818769,False,False,False,8,95.0,2.878787878787879,10.34100900118123,10.0,0
Holly Madison,8,4,Percentage,16.0,6.0888158271365915,12.0,0.14996583418443055,False,False,False,11,69.0,2.090909090909091,10.500341658155694,9.0,0
Melissa Rycroft,8,4,Percentage,29.0,0.0,10.5,0.05991735537190083,False,False,False,3,293.5,8.893939393939394,9.900826446280991,2.0,0
Gilles Marini,8,5,Percentage,29.0,0.0,8.5,0.06904761904761905,False,False,False,2,304.5,9.227272727272728,7.809523809523809,1.0,0
David Alan Grier,8,5,Percentage,22.0,1.446769407602464,10.0,0.10903454471183333,False,False,False,9,104.0,3.1515151515151514,8.909654552881667,6.0,0
Lawrence Taylor,8,5,Percentage,20.0,3.193676200729114,10.0,0.17267921861947,False,False,False,7,138.0,4.181818181818182,8.2732078138053,8.0,0
Ty Murray,8,5,Percentage,21.0,2.295427388500693,10.0,0.1398859257113832,False,False,False,4,218.0,6.606060606060606,8.601140742886168,7.0,0
Shawn Johnson,8,5,Percentage,26.0,0.0,10.0,0.06190476190476191,False,False,False,1,291.0,8.818181818181817,9.380952380952381,2.5,0
Chuck Wicks,8,5,Percentage,23.0,0.39549977286950017,10.0,0.07024915710589502,False,False,False,6,183.5,5.560606060606061,9.29750842894105,5.0,0
Lil' Kim,8,5,Percentage,26.0,0.0,10.0,0.06190476190476191,False,False,False,5,230.0,6.96969696969697,9.380952380952381,2.5,0
Steve-O,8,5,Percentage,18.0,5.437185657738441,10.0,0.25577020147046614,False,False,False,8,95.0,2.878787878787879,7.442297985295339,9.0,0
Melissa Rycroft,8,5,Percentage,25.0,0.0,11.5,0.05952380952380952,True,True,False,3,293.5,8.893939393939394,10.904761904761905,4.0,0
Gilles Marini,8,6,Percentage,26.0,0.0,10.0,0.06989247311827956,True,True,False,2,304.5,9.227272727272728,9.301075268817204,3.5,0
Lawrence Taylor,8,6,Percentage,22.0,1.107791960784553,9.0,0.09788800274805329,False,False,False,7,138.0,4.181818181818182,8.021119972519466,6.0,0
Ty Murray,8,6,Percentage,18.0,5.3345742291390605,9.0,0.23497921102301644,False,False,False,4,218.0,6.606060606060606,6.650207889769836,7.0,0
Shawn Johnson,8,6,Percentage,26.0,0.0,10.0,0.06989247311827956,False,False,False,1,291.0,8.818181818181817,9.301075268817204,3.5,0
Chuck Wicks,8,6,Percentage,23.0,0.4335573811702095,9.0,0.07699287642346207,False,False,False,6,183.5,5.560606060606061,8.23007123576538,5.0,0
Lil' Kim,8,6,Percentage,28.0,0.0,7.5,0.07526881720430108,False,False,False,5,230.0,6.96969696969697,6.747311827956989,1.0,0
Steve-O,8,6,Percentage,16.0,7.418823692515987,9.0,0.30250550120331765,False,False,False,8,95.0,2.878787878787879,5.974944987966824,8.0,0
Melissa Rycroft,8,6,Percentage,27.0,0.0,8.5,0.07258064516129033,False,False,False,3,293.5,8.893939393939394,7.774193548387097,2.0,0
Gilles Marini,8,7,Percentage,27.0,0.0,9.0,0.07417582417582418,True,True,False,2,304.5,9.227272727272728,8.258241758241759,3.5,0
Lawrence Taylor,8,7,Percentage,21.0,4.896469723808579,8.0,0.39417641271424353,False,False,False,7,138.0,4.181818181818182,4.058235872857565,7.0,0
Ty Murray,8,7,Percentage,24.0,2.076774239511836,8.0,0.20864944267108554,False,False,False,4,218.0,6.606060606060606,5.913505573289145,6.0,0
Shawn Johnson,8,7,Percentage,28.0,0.0,7.5,0.07692307692307693,False,False,False,1,291.0,8.818181818181817,6.730769230769231,2.0,0
Chuck Wicks,8,7,Percentage,27.0,0.0,9.0,0.07417582417582418,False,False,False,6,183.5,5.560606060606061,8.258241758241759,3.5,0
Lil' Kim,8,7,Percentage,26.0,0.3026862377352505,8.0,0.09222908966961596,False,False,False,5,230.0,6.96969696969697,7.077709103303841,5.0,0
Melissa Rycroft,8,7,Percentage,29.0,0.0,6.5,0.07967032967032966,False,False,False,3,293.5,8.893939393939394,5.7032967032967035,1.0,0
Gilles Marini,8,8,Percentage,27.5,0.0,7.0,0.08814102564102565,False,False,False,2,304.5,9.227272727272728,6.118589743589744,2.0,0
Ty Murray,8,8,Percentage,26.0,0.0,8.5,0.08333333333333333,True,True,False,4,218.0,6.606060606060606,7.666666666666667,3.5,0
Shawn Johnson,8,8,Percentage,26.0,0.05739983133268194,6.5,0.091177348644633,False,False,False,1,291.0,8.818181818181817,5.5882265135536695,3.5,0
Chuck Wicks,8,8,Percentage,25.5,0.5586402901317509,7.0,0.15807216061753035,False,False,False,6,183.5,5.560606060606061,5.419278393824697,5.0,0
Lil' Kim,8,8,Percentage,28.0,0.0,6.0,0.08974358974358974,False,False,False,5,230.0,6.96969696969697,5.102564102564102,1.0,0
Melissa Rycroft,8,8,Percentage,23.0,3.0427895120011454,7.0,0.48953254201988794,False,False,False,3,293.5,8.893939393939394,2.10467457980112,6.0,0
Gilles Marini,8,9,Percentage,28.0,0.0,6.5,0.10486891385767791,True,True,False,2,304.5,9.227272727272728,5.451310861423221,2.5,0
Ty Murray,8,9,Percentage,23.0,3.5573469976500083,6.0,0.5018613431728668,False,False,False,4,218.0,6.606060606060606,0.9813865682713319,5.0,0
Shawn Johnson,8,9,Percentage,28.0,0.0,6.5,0.10486891385767791,False,False,False,1,291.0,8.818181818181817,5.451310861423221,2.5,0
Lil' Kim,8,9,Percentage,26.0,0.7212003111151174,6.0,0.1816592560780695,False,False,False,5,230.0,6.96969696969697,4.183407439219305,4.0,0
Melissa Rycroft,8,9,Percentage,28.5,0.0,5.0,0.10674157303370786,False,False,False,3,293.5,8.893939393939394,3.9325842696629216,1.0,0
Gilles Marini,8,10,Percentage,30.0,0.0,4.5,0.136986301369863,False,False,True,2,304.5,9.227272727272728,3.1301369863013697,1.0,0
Ty Murray,8,10,Percentage,24.0,3.2508035724478037,5.0,0.6075185814254604,False,False,True,4,218.0,6.606060606060606,-1.0751858142546045,4.0,0
Shawn Johnson,8,10,Percentage,28.0,0.0,5.5,0.1278538812785388,True,False,True,1,291.0,8.818181818181817,4.2214611872146115,2.0,0
Melissa Rycroft,8,10,Percentage,27.5,0.013517289391563159,5.0,0.1276412359261377,False,True,True,3,293.5,8.893939393939394,3.723587640738623,3.0,0
Gilles Marini,8,11,Percentage,29.0,0.08701748894197667,4.0,0.2289101828555156,True,False,True,2,304.5,9.227272727272728,1.710898171444844,2.0,0
Shawn Johnson,8,11,Percentage,30.0,0.0,4.0,0.17142857142857143,False,True,True,1,291.0,8.818181818181817,2.2857142857142856,1.0,0
Melissa Rycroft,8,11,Percentage,28.5,0.6014567069975982,4.0,0.599661245715913,False,False,True,3,293.5,8.893939393939394,-1.996612457159129,3.0,0
Ashley Hamiliton,9,1,Percentage,18.9999,6.5601116395399846,16.5,0.11003917340009858,False,False,False,16,18.9999,0.6333300000000001,15.399608265999014,15.5,0
Debi Mazar,9,1,Percentage,22.0,3.372363687130955,16.5,0.07163291880588851,False,False,False,12,60.0,2.0,15.783670811941114,10.5,0
Melissa Joan Hart,9,1,Percentage,24.0,1.3727548931623372,17.0,0.04768690698911185,False,False,False,9,136.9999,4.5666633333333335,16.52313093010888,9.0,0
Mark Dacascos,9,1,Percentage,28.9998,0.0,18.5,0.03571418015440455,False,False,False,6,169.4998,5.649993333333333,18.142858198455954,6.0,0
Chuck Liddell,9,1,Percentage,22.0,3.2556215475335577,17.5,0.0700910912181387,False,False,False,11,75.0,2.5,16.79908908781861,10.5,0
Natalie Coughlin,9,1,Percentage,26.9998,0.0,20.0,0.03325111626055669,True,True,False,10,119.9998,3.999993333333333,19.667488837394433,7.5,0
Louie Vito,9,1,Percentage,26.9998,0.0,20.0,0.03325111626055669,False,False,False,8,127.9998,4.26666,19.667488837394433,7.5,0
Michael Irvin,9,1,Percentage,19.0,6.415156691051118,16.0,0.1081248589788943,False,False,False,7,135.4998,4.51666,14.918751410211057,14.0,0
Joanna Krupa,9,1,Percentage,33.9999,0.0,13.5,0.04187196304221888,False,False,False,4,243.4998,8.11666,13.081280369577811,1.0,0
Kathy Ireland,9,1,Percentage,19.9999,5.359933999898436,16.5,0.09541981378908625,False,False,False,14,37.9999,1.2666633333333333,15.545801862109137,12.5,0
Tom DeLay,9,1,Percentage,19.9999,5.155857495775433,17.5,0.09272455066341881,False,False,False,13,52.9999,1.7666633333333333,16.572754493365814,12.5,0
Macy Gray,9,1,Percentage,18.9999,6.366563887929418,18.5,0.10748296478503244,False,False,False,15,18.9999,0.6333300000000001,17.425170352149674,15.5,0
Aaron Carter,9,1,Percentage,31.9999,0.0,14.5,0.03940889914837103,False,False,False,5,206.4997,6.883323333333334,14.105911008516289,2.0,0
Mya,9,1,Percentage,30.9999,0.0,15.5,0.0381773672014471,False,False,False,2,284.333,9.477766666666668,15.118226327985528,3.0,0
Donny Osmond,9,1,Percentage,29.9999,0.0,17.5,0.03694583525452317,False,False,False,1,264.6662,8.822206666666668,17.13054164745477,5.0,0
Kelly Osbourne,9,1,Percentage,30.9998,0.0,16.5,0.03817724404825241,False,False,False,3,244.7216,8.157386666666666,16.118227559517475,4.0,0
Debi Mazar,9,2,Percentage,21.0,0.0,17.5,0.03571428571428571,True,True,False,12,60.0,2.0,17.142857142857142,5.0,0
Melissa Joan Hart,9,2,Percentage,19.0,2.024366269897599,14.5,0.09411634044363415,False,False,False,9,136.9999,4.5666633333333335,13.558836595563658,10.5,0
Mark Dacascos,9,2,Percentage,21.0,0.09378261404503156,15.0,0.038577446362362926,False,False,False,6,169.4998,5.649993333333333,14.61422553637637,5.0,0
Chuck Liddell,9,2,Percentage,19.0,2.1407996470730195,13.5,0.09767102344160777,False,False,False,11,75.0,2.5,12.523289765583922,10.5,0
Natalie Coughlin,9,2,Percentage,21.0,0.22441081681975447,14.0,0.04256549397142242,False,False,False,10,119.9998,3.999993333333333,13.574345060285776,5.0,0
Louie Vito,9,2,Percentage,19.0,1.8575377997341165,16.5,0.08902310737890373,False,False,False,8,127.9998,4.26666,15.609768926210963,10.5,0
Michael Irvin,9,2,Percentage,20.0,0.9533086964195595,15.5,0.06311789063247514,False,False,False,7,135.4998,4.51666,14.86882109367525,7.5,0
Joanna Krupa,9,2,Percentage,20.0,0.992250917447023,14.5,0.06430678727317893,False,False,False,4,243.4998,8.11666,13.85693212726821,7.5,0
Kathy Ireland,9,2,Percentage,18.0,2.9783726415893117,15.5,0.12154124522006177,False,False,False,14,37.9999,1.2666633333333333,14.284587547799383,13.5,0
Tom DeLay,9,2,Percentage,18.0,3.1578156866709994,14.5,0.12701959822270184,False,False,False,13,52.9999,1.7666633333333333,13.229804017772981,13.5,0
Aaron Carter,9,2,Percentage,27.0,0.0,14.0,0.04591836734693878,False,False,False,5,206.4997,6.883323333333334,13.540816326530612,1.5,0
Mya,9,2,Percentage,27.0,0.0,14.0,0.04591836734693878,False,False,False,2,284.333,9.477766666666668,13.540816326530612,1.5,0
Donny Osmond,9,2,Percentage,25.0,0.0,15.5,0.04251700680272109,False,False,False,1,264.6662,8.822206666666668,15.07482993197279,3.0,0
Kelly Osbourne,9,2,Percentage,19.0,1.9548177166627545,15.5,0.09199303984276698,False,False,False,3,244.7216,8.157386666666666,14.58006960157233,10.5,0
Debi Mazar,9,3,Percentage,17.0,2.8365078570821827,14.5,0.10644352041494735,False,False,False,12,60.0,2.0,13.435564795850526,10.5,0
Melissa Joan Hart,9,3,Percentage,19.0,0.822619941530884,14.0,0.05813690912304617,False,False,False,9,136.9999,4.5666633333333335,13.418630908769538,8.0,0
Mark Dacascos,9,3,Percentage,18.0,2.0045555559694446,14.0,0.08682448706009838,False,False,False,6,169.4998,5.649993333333333,13.131755129399016,9.0,0
Chuck Liddell,9,3,Percentage,17.0,3.1237344188396023,13.5,0.11388595204329531,False,False,False,11,75.0,2.5,12.361140479567046,10.5,0
Natalie Coughlin,9,3,Percentage,26.0,0.0,12.0,0.050387596899224806,False,False,False,10,119.9998,3.999993333333333,11.496124031007753,2.0,0
Louie Vito,9,3,Percentage,20.0,0.0,16.5,0.03875968992248062,True,True,False,8,127.9998,4.26666,16.112403100775193,6.5,0
Michael Irvin,9,3,Percentage,14.0,5.838915569496892,14.0,0.17842604223634462,False,False,False,7,135.4998,4.51666,12.215739577636555,13.0,0
Joanna Krupa,9,3,Percentage,23.0,0.0,13.0,0.044573643410852716,False,False,False,4,243.4998,8.11666,12.554263565891473,3.0,0
Tom DeLay,9,3,Percentage,15.0,4.67022026352491,14.0,0.15008153873467128,False,False,False,13,52.9999,1.7666633333333333,12.499184612653288,12.0,0
Aaron Carter,9,3,Percentage,21.0,0.0,14.5,0.040697674418604654,False,False,False,5,206.4997,6.883323333333334,14.093023255813954,4.5,0
Mya,9,3,Percentage,27.0,0.0,11.0,0.05232558139534884,False,False,False,2,284.333,9.477766666666668,10.476744186046512,1.0,0
Donny Osmond,9,3,Percentage,21.0,0.0,14.5,0.040697674418604654,False,False,False,1,264.6662,8.822206666666668,14.093023255813954,4.5,0
Kelly Osbourne,9,3,Percentage,20.0,0.0,16.5,0.03875968992248062,False,False,False,3,244.7216,8.157386666666666,16.112403100775193,6.5,0
Melissa Joan Hart,9,4,Percentage,28.0,0.0,10.0,0.05785123966942149,False,False,False,9,136.9999,4.5666633333333335,9.421487603305785,1.5,0
Mark Dacascos,9,4,Percentage,22.0,0.10407384289974649,12.0,0.04791421956986598,False,False,False,6,169.4998,5.649993333333333,11.52085780430134,7.0,0
Chuck Liddell,9,4,Percentage,17.0,5.028420830085611,12.0,0.15396532238834276,False,False,False,11,75.0,2.5,10.460346776116573,9.0,0
Natalie Coughlin,9,4,Percentage,24.0,0.0,13.0,0.049586776859504134,False,False,False,10,119.9998,3.999993333333333,12.50413223140496,4.5,0
Louie Vito,9,4,Percentage,16.0,6.065334337737829,11.5,0.17640554990848487,False,False,False,8,127.9998,4.26666,9.735944500915151,10.5,0
Michael Irvin,9,4,Percentage,16.0,5.940265877638369,12.5,0.17344969044006903,False,False,False,7,135.4998,4.51666,10.76550309559931,10.5,0
Joanna Krupa,9,4,Percentage,26.0,0.0,11.5,0.05371900826446281,False,False,False,4,243.4998,8.11666,10.962809917355372,3.0,0
Aaron Carter,9,4,Percentage,18.0,4.017927824465265,12.0,0.13214951521389856,False,False,False,5,206.4997,6.883323333333334,10.678504847861014,8.0,0
Mya,9,4,Percentage,28.0,0.0,10.0,0.05785123966942149,False,False,False,2,284.333,9.477766666666668,9.421487603305785,1.5,0
Donny Osmond,9,4,Percentage,24.0,0.0,13.0,0.049586776859504134,False,False,False,1,264.6662,8.822206666666668,12.50413223140496,4.5,0
Kelly Osbourne,9,4,Percentage,23.0,0.0,14.5,0.047520661157024795,True,True,False,3,244.7216,8.157386666666666,14.024793388429751,6.0,0
Melissa Joan Hart,9,5,Percentage,23.0,1.2951735664373403,11.0,0.11581330626433983,False,False,False,9,136.9999,4.5666633333333335,9.841866937356603,7.0,0
Mark Dacascos,9,5,Percentage,26.0,0.0,12.0,0.05371900826446281,True,True,False,6,169.4998,5.649993333333333,11.462809917355372,3.0,0
Natalie Coughlin,9,5,Percentage,22.0,2.2962916792273096,10.5,0.16653471322211238,False,False,False,10,119.9998,3.999993333333333,8.834652867778876,8.5,0
Louie Vito,9,5,Percentage,22.0,2.0155579726534443,11.5,0.15173202739719469,False,False,False,8,127.9998,4.26666,9.982679726028053,8.5,0
Michael Irvin,9,5,Percentage,21.0,3.2016781080059693,11.0,0.21220832574435333,False,False,False,7,135.4998,4.51666,8.877916742556467,10.0,0
Joanna Krupa,9,5,Percentage,24.0,0.18438851699067674,12.0,0.05930931897974406,False,False,False,4,243.4998,8.11666,11.406906810202559,5.0,0
Aaron Carter,9,5,Percentage,24.0,0.22308231875416665,11.0,0.0613495876666318,False,False,False,5,206.4997,6.883323333333334,10.386504123333681,5.0,0
Mya,9,5,Percentage,27.0,0.0,11.0,0.05578512396694215,False,False,False,2,284.333,9.477766666666668,10.442148760330578,2.0,0
Donny Osmond,9,5,Percentage,29.0,0.0,10.0,0.05991735537190083,False,False,False,1,264.6662,8.822206666666668,9.400826446280991,1.0,0
Kelly Osbourne,9,5,Percentage,24.0,0.26635384349219793,10.0,0.0636312331223181,False,False,False,3,244.7216,8.157386666666666,9.36368766877682,5.0,0
Melissa Joan Hart,9,6,Percentage,23.9999,4.917459940177584,10.0,0.16601948292940122,False,False,False,9,136.9999,4.5666633333333335,8.339805170705988,8.0,0
Mark Dacascos,9,6,Percentage,32.0,0.0,11.0,0.06153867455695039,False,False,False,6,169.4998,5.649993333333333,10.384613254430496,4.0,0
Louie Vito,9,6,Percentage,24.0,4.817123965669878,10.0,0.16357393314986107,False,False,False,8,127.9998,4.26666,8.36426066850139,7.0,0
Michael Irvin,9,6,Percentage,21.9998,6.858759869994641,10.0,0.2094933290692692,False,False,False,7,135.4998,4.51666,7.905066709307308,9.0,0
Joanna Krupa,9,6,Percentage,35.9999,0.0,8.0,0.06923081656821119,False,False,False,4,243.4998,8.11666,7.307691834317888,1.0,0
Aaron Carter,9,6,Percentage,32.9998,0.0,10.0,0.06346137352013911,False,False,False,5,206.4997,6.883323333333334,9.365386264798609,3.0,0
Mya,9,6,Percentage,33.0,0.0,9.0,0.06346175813685509,False,False,False,2,284.333,9.477766666666668,8.36538241863145,2.0,0
Donny Osmond,9,6,Percentage,30.9999,0.0,12.0,0.0596153986686877,True,True,False,1,264.6662,8.822206666666668,11.403846013313123,5.0,0
Kelly Osbourne,9,6,Percentage,24.9998,3.9190346560830496,10.0,0.14360523340062512,False,False,False,3,244.7216,8.157386666666666,8.563947665993748,6.0,0
Mark Dacascos,9,7,Percentage,21.5,3.7327714437424406,8.0,0.37897333287741,False,False,False,6,169.4998,5.649993333333333,4.2102666712259005,7.0,0
Michael Irvin,9,7,Percentage,23.5,1.5476099692337906,8.0,0.19867843354342332,False,False,False,7,135.4998,4.51666,6.013215664565767,6.0,0
Joanna Krupa,9,7,Percentage,27.5,0.0,6.5,0.07834757834757834,False,False,False,4,243.4998,8.11666,5.716524216524217,1.0,0
Aaron Carter,9,7,Percentage,26.5,0.0,7.5,0.0754985754985755,False,False,False,5,206.4997,6.883323333333334,6.745014245014245,2.0,0
Mya,9,7,Percentage,24.5,0.5939326479090035,8.0,0.12035393158486468,False,False,False,2,284.333,9.477766666666668,6.796460684151353,5.0,0
Donny Osmond,9,7,Percentage,26.0,0.0,9.0,0.07407407407407407,True,True,False,1,264.6662,8.822206666666668,8.25925925925926,3.5,0
Kelly Osbourne,9,7,Percentage,26.0,0.0,9.0,0.07407407407407407,False,False,False,3,244.7216,8.157386666666666,8.25925925925926,3.5,0
Joanna Krupa,9,8,Percentage,26.0,0.15514475270237477,6.0,0.12270813113225507,False,False,True,4,243.4998,8.11666,4.772918688677449,2.0,0
Aaron Carter,9,8,Percentage,25.0,1.24378252780727,5.5,0.2835888220712204,False,False,True,5,206.4997,6.883323333333334,2.664111779287796,4.5,0
Mya,9,8,Percentage,29.5,0.0,6.0,0.11259541984732824,False,True,True,2,284.333,9.477766666666668,4.874045801526718,1.0,0
Donny Osmond,9,8,Percentage,25.0,1.1566171795818458,6.5,0.270401778643614,True,False,True,1,264.6662,8.822206666666668,3.7959822135638603,4.5,0
Kelly Osbourne,9,8,Percentage,25.5,0.7494172890655593,6.0,0.21070584830558237,False,False,True,3,244.7216,8.157386666666666,3.8929415169441763,3.0,0
Joanna Krupa,9,9,Percentage,27.0,0.0,5.5,0.12656293506008925,True,True,False,4,243.4998,8.11666,4.234370649399107,2.0,0
Mya,9,9,Percentage,28.9999,0.0,4.5,0.13593749853515122,False,False,False,2,284.333,9.477766666666668,3.1406250146484878,1.0,0
Donny Osmond,9,9,Percentage,24.666600000000003,2.0819376589307286,5.0,0.49535327697558607,False,False,False,1,264.6662,8.822206666666668,0.046467230244139124,4.0,0
Kelly Osbourne,9,9,Percentage,25.9998,0.6594148436140599,5.0,0.2421462894291734,False,False,False,3,244.7216,8.157386666666666,2.578537105708266,3.0,0
Mya,9,10,Percentage,28.3332,0.0,4.5,0.1716015466015466,True,True,False,2,284.333,9.477766666666668,2.783984533984534,2.0,0
Donny Osmond,9,10,Percentage,28.9998,0.0,3.5,0.17563884528170243,False,False,False,1,264.6662,8.822206666666668,1.7436115471829758,1.0,0
Kelly Osbourne,9,10,Percentage,25.2222,2.2390523744123882,4.0,0.652759608116751,False,False,False,3,244.7216,8.157386666666666,-2.527596081167511,3.0,0
Aiden Turner,10,1,Percentage,15.0,4.032144907185959,12.0,0.16861244640067385,False,False,False,9,70.5,2.35,10.313875535993262,10.0,0
Shannen Doherty,10,1,Percentage,18.0,0.9684102123614546,12.0,0.07493963972458755,False,False,False,11,38.0,1.2666666666666668,11.250603602754124,7.0,0
Niecy Nash,10,1,Percentage,18.0,0.9607150355910858,13.0,0.07468633536743345,False,False,False,5,167.9998,5.599993333333333,12.253136646325665,7.0,0
Buzz Aldrin,10,1,Percentage,14.0,5.062404886768426,12.0,0.20013346732887607,False,False,False,10,39.0,1.3,9.99866532671124,11.0,0
Chad Ochocinco,10,1,Percentage,18.0,1.1108814515600045,11.0,0.0796294066701759,False,False,False,4,199.4999,6.649996666666667,10.203705933298242,7.0,0
Evan Lysacek,10,1,Percentage,23.0,0.0,11.0,0.05502392344497608,False,False,False,2,262.8887,8.762956666666668,10.44976076555024,2.0,0
Pamela Anderson,10,1,Percentage,21.0,0.0,12.5,0.050239234449760764,False,False,False,6,163.9998,5.466659999999999,11.997607655502392,3.5,0
Nicole Scherzinger,10,1,Percentage,25.0,0.0,10.0,0.05980861244019139,False,False,False,1,280.7776,9.359253333333331,9.401913875598087,1.0,0
Erin Andrews,10,1,Percentage,21.0,0.0,12.5,0.050239234449760764,False,False,False,3,249.4998,8.31666,11.997607655502392,3.5,0
Kate Gosselin,10,1,Percentage,16.0,3.0550297750545656,12.0,0.13884080977141103,False,False,False,8,77.0,2.5666666666666664,10.61159190228589,9.0,0
Jake Pavelka,10,1,Percentage,20.0,0.0,14.0,0.04784688995215311,True,True,False,7,127.9999,4.266663333333333,13.52153110047847,5.0,0
Aiden Turner,10,2,Percentage,19.0,0.9028457485390504,12.0,0.0683676761876827,False,False,False,9,70.5,2.35,11.316323238123173,8.0,0
Shannen Doherty,10,2,Percentage,20.0,0.057688637334930286,11.5,0.047063832346376594,False,False,False,11,38.0,1.2666666666666668,11.029361676536235,6.5,0
Niecy Nash,10,2,Percentage,21.0,0.0,13.5,0.04772727272727273,False,False,False,5,167.9998,5.599993333333333,13.022727272727273,5.0,0
Buzz Aldrin,10,2,Percentage,12.0,7.979247594345182,12.0,0.24986246337106546,False,False,False,10,39.0,1.3,9.501375366289345,11.0,0
Chad Ochocinco,10,2,Percentage,16.0,4.036786514179636,12.0,0.148974159380038,False,False,False,4,199.4999,6.649996666666667,10.51025840619962,9.0,0
Evan Lysacek,10,2,Percentage,24.0,0.0,10.5,0.05454545454545454,False,False,False,2,262.8887,8.762956666666668,9.954545454545455,2.0,0
Pamela Anderson,10,2,Percentage,22.0,0.0,12.5,0.05,False,False,False,6,163.9998,5.466659999999999,12.0,4.0,0
Nicole Scherzinger,10,2,Percentage,28.0,0.0,9.5,0.06363636363636363,False,False,False,1,280.7776,9.359253333333331,8.863636363636363,1.0,0
Erin Andrews,10,2,Percentage,23.0,0.0,11.5,0.05227272727272727,False,False,False,3,249.4998,8.31666,10.977272727272727,3.0,0
Kate Gosselin,10,2,Percentage,15.0,4.9470962131689,12.0,0.17209550507847368,False,False,False,8,77.0,2.5666666666666664,10.279044949215264,10.0,0
Jake Pavelka,10,2,Percentage,20.0,0.0,15.0,0.045454545454545456,True,True,False,7,127.9999,4.266663333333333,14.545454545454545,6.5,0
Aiden Turner,10,3,Percentage,20.0,0.07215062196987171,11.5,0.052082769569360324,False,False,False,9,70.5,2.35,10.979172304306397,7.5,0
Niecy Nash,10,3,Percentage,21.0,0.0,12.5,0.05172413793103448,True,True,False,5,167.9998,5.599993333333333,11.982758620689655,5.0,0
Buzz Aldrin,10,3,Percentage,13.0,7.361281387614033,11.0,0.3199066662084524,False,False,False,10,39.0,1.3,7.800933337915476,10.0,0
Chad Ochocinco,10,3,Percentage,20.0,0.1046807804406154,10.5,0.0533549677092056,False,False,False,4,199.4999,6.649996666666667,9.966450322907944,7.5,0
Evan Lysacek,10,3,Percentage,26.0,0.0,8.5,0.06403940886699508,False,False,False,2,262.8887,8.762956666666668,7.859605911330049,1.0,0
Pamela Anderson,10,3,Percentage,21.0,0.0,12.5,0.05172413793103448,False,False,False,6,163.9998,5.466659999999999,11.982758620689655,5.0,0
Nicole Scherzinger,10,3,Percentage,23.0,0.0,10.0,0.05665024630541872,False,False,False,1,280.7776,9.359253333333331,9.433497536945813,2.5,0
Erin Andrews,10,3,Percentage,23.0,0.0,10.0,0.05665024630541872,False,False,False,3,249.4998,8.31666,9.433497536945813,2.5,0
Kate Gosselin,10,3,Percentage,15.0,5.246907660759993,11.0,0.2421432812420458,False,False,False,8,77.0,2.5666666666666664,8.578567187579543,9.0,0
Jake Pavelka,10,3,Percentage,21.0,0.0,12.5,0.05172413793103448,False,False,False,7,127.9999,4.266663333333333,11.982758620689655,5.0,0
Aiden Turner,10,4,Percentage,16.5,3.9083780689249155,10.0,0.18469959140342138,False,False,False,9,70.5,2.35,8.153004085965787,8.0,0
Niecy Nash,10,4,Percentage,18.0,2.8666623681096595,10.0,0.15136793302438753,False,False,False,5,167.9998,5.599993333333333,8.486320669756125,7.0,0
Chad Ochocinco,10,4,Percentage,22.0,0.0,11.5,0.05929919137466307,True,True,False,4,199.4999,6.649996666666667,10.90700808625337,4.0,0
Evan Lysacek,10,4,Percentage,26.0,0.0,8.5,0.07008086253369272,False,False,False,2,262.8887,8.762956666666668,7.7991913746630726,1.0,0
Pamela Anderson,10,4,Percentage,23.5,0.0,10.5,0.06334231805929919,False,False,False,6,163.9998,5.466659999999999,9.866576819407008,3.0,0
Nicole Scherzinger,10,4,Percentage,25.0,0.0,9.5,0.0673854447439353,False,False,False,1,280.7776,9.359253333333331,8.826145552560646,2.0,0
Erin Andrews,10,4,Percentage,19.5,1.1406834306789273,10.0,0.0934862065457177,False,False,False,3,249.4998,8.31666,9.065137934542824,5.0,0
Kate Gosselin,10,4,Percentage,16.0,4.402807509513,10.0,0.20109107378373248,False,False,False,8,77.0,2.5666666666666664,7.9890892621626755,9.0,0
Jake Pavelka,10,4,Percentage,19.0,1.6175447639558094,10.0,0.1092473785311506,False,False,False,7,127.9999,4.266663333333333,8.907526214688493,6.0,0
Niecy Nash,10,5,Percentage,18.0,3.630883595994929,8.5,0.17789198980715826,False,False,False,5,167.9998,5.599993333333333,6.721080101928417,6.5,0
Chad Ochocinco,10,5,Percentage,18.0,3.617062592055238,9.5,0.17741286838111353,False,False,False,4,199.4999,6.649996666666667,7.725871316188865,6.5,0
Evan Lysacek,10,5,Percentage,27.0,0.0,8.5,0.07803468208092486,False,False,False,2,262.8887,8.762956666666668,7.719653179190751,2.0,0
Pamela Anderson,10,5,Percentage,21.0,0.5491056824112734,9.0,0.07972903866737754,False,False,False,6,163.9998,5.466659999999999,8.202709613326224,5.0,0
Nicole Scherzinger,10,5,Percentage,29.0,0.0,7.5,0.0838150289017341,False,False,False,1,280.7776,9.359253333333331,6.661849710982659,1.0,0
Erin Andrews,10,5,Percentage,22.0,0.0,10.5,0.06358381502890173,True,True,False,3,249.4998,8.31666,9.864161849710982,4.0,0
