celebrity_name,season,season_rule,placement,results,cumulative_total_score,overall_avg_score,week1_total_score,week1_avg_score,week2_total_score,week2_avg_score,week3_total_score,week3_avg_score,week4_total_score,week4_avg_score,week5_total_score,week5_avg_score,week6_total_score,week6_avg_score,week7_total_score,week7_avg_score,week8_total_score,week8_avg_score,week9_total_score,week9_avg_score,week10_total_score,week10_avg_score,week11_total_score,week11_avg_score
Aaron Carter,9,Percentage,5,Eliminated Week 8,206.4997,6.883323333333334,31.999899999999997,10.666633333333332,27.0,9.0,21.0,7.0,18.0,6.0,24.0,8.0,32.9998,10.999933333333333,26.5,8.833333333333334,25.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,
Mya,9,Percentage,2,2nd Place,284.33299999999997,9.477766666666668,30.999899999999997,10.3333,27.0,9.0,27.0,9.0,28.0,9.333333333333334,27.0,9.0,33.0,11.0,24.5,8.166666666666666,29.5,9.833333333333334,28.9999,9.666633333333333,28.333199999999998,9.4444,0.0,
Donny Osmond,9,Percentage,1,1st Place,264.6662,8.822206666666668,29.999899999999997,9.999966666666666,25.0,8.333333333333334,21.0,7.0,24.0,8.0,29.0,9.666666666666666,30.999899999999997,10.3333,26.0,8.666666666666666,25.0,8.333333333333334,24.666600000000003,8.2222,28.9998,9.6666,0.0,
Kelly Osbourne,9,Percentage,3,3rd Place,244.72159999999997,8.157386666666666,30.9998,10.333266666666667,19.0,6.333333333333333,20.0,6.666666666666667,23.0,7.666666666666667,24.0,8.0,24.9998,8.333266666666667,26.0,8.666666666666666,25.5,8.5,25.9998,8.6666,25.2222,8.4074,0.0,
Aiden Turner,10,Percentage,9,Eliminated Week 4,70.5,2.35,15.0,5.0,19.0,6.333333333333333,20.0,6.666666666666667,16.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Shannen Doherty,10,Percentage,11,Eliminated Week 2,38.0,1.2666666666666668,18.0,6.0,20.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Niecy Nash,10,Percentage,5,Eliminated Week 8,167.9998,5.599993333333333,18.0,6.0,21.0,7.0,21.0,7.0,18.0,6.0,18.0,6.0,25.9998,8.6666,24.5,8.166666666666666,21.5,7.166666666666667,0.0,0.0,0.0,0.0,0.0,
Buzz Aldrin,10,Percentage,10,Eliminated Week 3,39.0,1.3,14.0,4.666666666666667,12.0,4.0,13.0,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Chad Ochocinco,10,Percentage,4,Eliminated Week 9,199.4999,6.649996666666667,18.0,6.0,16.0,5.333333333333333,20.0,6.666666666666667,22.0,7.333333333333333,18.0,6.0,30.999899999999997,10.3333,26.0,8.666666666666666,22.5,7.5,26.0,8.666666666666666,0.0,0.0,0.0,
Evan Lysacek,10,Percentage,2,2nd Place,262.8887,8.762956666666668,23.0,7.666666666666667,24.0,8.0,26.0,8.666666666666666,26.0,8.666666666666666,27.0,9.0,27.0,9.0,27.0,9.0,26.5,8.833333333333334,29.5,9.833333333333334,26.888699999999996,8.9629,0.0,
Pamela Anderson,10,Percentage,6,Eliminated Week 7,163.9998,5.466659999999999,21.0,7.0,22.0,7.333333333333333,21.0,7.0,23.5,7.833333333333333,21.0,7.0,29.9998,9.999933333333333,25.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Nicole Scherzinger,10,Percentage,1,1st Place,280.7776,9.359253333333333,25.0,8.333333333333334,28.0,9.333333333333334,23.0,7.666666666666667,25.0,8.333333333333334,29.0,9.666666666666666,35.9999,11.999966666666666,27.0,9.0,29.5,9.833333333333334,29.5,9.833333333333334,28.7777,9.592566666666666,0.0,
Erin Andrews,10,Percentage,3,3rd Place,249.4998,8.31666,21.0,7.0,23.0,7.666666666666667,23.0,7.666666666666667,19.5,6.5,22.0,7.333333333333333,34.0,11.333333333333334,25.5,8.5,26.5,8.833333333333334,28.0,9.333333333333334,26.9998,8.999933333333333,0.0,
Kate Gosselin,10,Percentage,8,Eliminated Week 5,77.0,2.5666666666666664,16.0,5.333333333333333,15.0,5.0,15.0,5.0,16.0,5.333333333333333,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jake Pavelka,10,Percentage,7,Eliminated Week 6,127.9999,4.266663333333333,20.0,6.666666666666667,20.0,6.666666666666667,21.0,7.0,19.0,6.333333333333333,23.0,7.666666666666667,24.999899999999997,8.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
David Hasselhoff,11,Percentage,12,Eliminated Week 1,15.0,0.5,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Florence Henderson,11,Percentage,8,Eliminated Week 5,95.5,3.183333333333333,18.0,6.0,19.0,6.333333333333333,20.0,6.666666666666667,17.5,5.833333333333333,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kyle Massey,11,Percentage,2,2nd Place,255.8331,8.248603333333332,23.0,7.666666666666667,22.0,7.333333333333333,23.0,7.666666666666667,20.0,6.666666666666667,20.0,6.666666666666667,29.999899999999997,9.999966666666666,33.5,8.375,28.0,9.333333333333334,29.0,9.666666666666666,27.333199999999998,9.111066666666666,0.0,
Jennifer Grey,11,Percentage,1,1st Place,279.0,8.995833333333334,24.0,8.0,24.0,8.0,24.0,8.0,28.0,9.333333333333334,25.0,8.333333333333334,29.0,9.666666666666666,36.5,9.125,28.5,9.5,30.0,10.0,30.0,10.0,0.0,
Rick Fox,11,Percentage,6,Eliminated Week 7,175.0,5.5458333333333325,22.0,7.333333333333333,21.0,7.0,24.0,8.0,19.5,6.5,24.0,8.0,30.0,10.0,34.5,8.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kurt Warner,11,Percentage,5,Eliminated Week 8,184.9999,5.874996666666666,19.0,6.333333333333333,21.0,7.0,23.0,7.666666666666667,17.0,5.666666666666667,24.0,8.0,21.9999,7.3333,35.0,8.75,24.0,8.0,0.0,0.0,0.0,0.0,0.0,
Margaret Cho,11,Percentage,10,Eliminated Week 3,51.0,1.7,15.0,5.0,18.0,6.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Michael Bolton,11,Percentage,11,Eliminated Week 2,28.0,0.9333333333333332,16.0,5.333333333333333,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Brandy,11,Percentage,4,Eliminated Week 9,248.4999,7.979163333333334,23.0,7.666666666666667,21.0,7.0,24.0,8.0,24.0,8.0,27.0,9.0,35.9999,11.999966666666666,36.5,9.125,28.5,9.5,28.5,9.5,0.0,0.0,0.0,
The Situation,11,Percentage,9,Eliminated Week 4,67.0,2.2333333333333334,15.0,5.0,18.0,6.0,20.0,6.666666666666667,14.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Audrina Patridge,11,Percentage,7,Eliminated Week 6,145.9998,4.86666,19.0,6.333333333333333,23.0,7.666666666666667,26.0,8.666666666666666,23.0,7.666666666666667,23.0,7.666666666666667,31.9998,10.6666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bristol Palin,11,Percentage,3,3rd Place,229.1664,7.368046666666666,18.0,6.0,22.0,7.333333333333333,19.0,6.333333333333333,16.0,5.333333333333333,18.0,6.0,27.9998,9.333266666666667,32.5,8.125,23.5,7.833333333333333,26.5,8.833333333333334,25.666600000000003,8.555533333333335,0.0,
Ralph Macchio,12,Percentage,4,Eliminated Week 9,217.0,6.958333333333334,24.0,8.0,21.0,7.0,21.0,7.0,25.0,8.333333333333334,22.0,7.333333333333333,24.0,8.0,33.0,8.25,23.0,7.666666666666667,24.0,8.0,0.0,0.0,0.0,
Chelsea Kane,12,Percentage,3,3rd Place,267.6666,8.655553333333334,21.0,7.0,18.0,6.0,23.0,7.666666666666667,26.0,8.666666666666666,26.0,8.666666666666666,28.0,9.333333333333334,32.0,8.0,27.5,9.166666666666666,36.5,12.166666666666666,29.666600000000003,9.888866666666667,0.0,
Kirstie Alley,12,Percentage,2,2nd Place,246.4999,7.966663333333334,23.0,7.666666666666667,20.0,6.666666666666667,21.0,7.0,22.0,7.333333333333333,23.0,7.666666666666667,26.0,8.666666666666666,30.0,7.5,26.5,8.833333333333334,27.0,9.0,27.999899999999997,9.3333,0.0,
Hines Ward,12,Percentage,1,1st Place,267.6666,8.64722,21.0,7.0,23.0,7.666666666666667,25.0,8.333333333333334,25.0,8.333333333333334,27.0,9.0,27.0,9.0,33.0,8.25,27.0,9.0,30.0,10.0,29.666600000000003,9.888866666666667,0.0,
Sugar Ray Leonard,12,Percentage,9,Eliminated Week 4,75.0,2.5,17.0,5.666666666666667,17.0,5.666666666666667,20.0,6.666666666666667,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Chris Jericho,12,Percentage,7,Eliminated Week 6,134.0,4.466666666666667,19.0,6.333333333333333,23.0,7.666666666666667,21.0,7.0,23.0,7.666666666666667,26.0,8.666666666666666,22.0,7.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Petra Nemcova,12,Percentage,8,Eliminated Week 5,106.0,3.5333333333333337,18.0,6.0,18.0,6.0,25.0,8.333333333333334,23.0,7.666666666666667,22.0,7.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Mike Catherwood,12,Percentage,11,Eliminated Week 2,30.0,1.0,13.0,4.333333333333333,17.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Romeo,12,Percentage,5,Eliminated Week 8,195.0,6.25,19.0,6.333333333333333,23.0,7.666666666666667,20.0,6.666666666666667,23.0,7.666666666666667,26.0,8.666666666666666,28.0,9.333333333333334,30.0,7.5,26.0,8.666666666666666,0.0,0.0,0.0,0.0,0.0,
Wendy Williams,12,Percentage,10,Eliminated Week 3,46.0,1.5333333333333334,14.0,4.666666666666667,17.0,5.666666666666667,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kendra Wilkinson,12,Percentage,6,Eliminated Week 7,155.5,4.929166666666667,18.0,6.0,19.0,6.333333333333333,23.0,7.666666666666667,18.0,6.0,22.0,7.333333333333333,25.0,8.333333333333334,30.5,7.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Elisabetta Canalis,13,Percentage,11,Eliminated Week 2,36.0,1.2,15.0,5.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
David Arquette,13,Percentage,6,Eliminated Week 7,154.5,5.15,18.0,6.0,18.0,6.0,24.0,8.0,23.0,7.666666666666667,25.0,8.333333333333334,23.0,7.666666666666667,23.5,7.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Ricki Lake,13,Percentage,3,3rd Place,265.9998,8.86666,20.0,6.666666666666667,23.0,7.666666666666667,27.0,9.0,29.0,9.666666666666666,24.0,8.0,29.0,9.666666666666666,26.5,8.833333333333334,26.0,8.666666666666666,33.4999,11.166633333333332,27.999899999999997,9.3333,0.0,
J.R. Martinez,13,Percentage,1,1st Place,263.1665,8.772216666666667,22.0,7.333333333333333,22.0,7.333333333333333,26.0,8.666666666666666,26.0,8.666666666666666,28.0,9.333333333333334,29.0,9.666666666666666,24.0,8.0,30.0,10.0,28.0,9.333333333333334,28.1665,9.388833333333332,0.0,
Metta World Peace (Ron),13,Percentage,12,Eliminated Week 1,14.0,0.4666666666666667,14.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Hope Solo,13,Percentage,4,Eliminated Week 9,207.4998,6.91666,21.0,7.0,19.0,6.333333333333333,24.0,8.0,24.0,8.0,24.0,8.0,20.0,6.666666666666667,25.0,8.333333333333334,26.0,8.666666666666666,24.4998,8.1666,0.0,0.0,0.0,
Chynna Phillips,13,Percentage,9,Eliminated Week 4,90.0,3.0,22.0,7.333333333333333,21.0,7.0,26.0,8.666666666666666,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kristin Cavallari,13,Percentage,10,Eliminated Week 3,65.0,2.1666666666666665,19.0,6.333333333333333,22.0,7.333333333333333,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Carson Kressley,13,Percentage,8,Eliminated Week 5,97.0,3.2333333333333334,17.0,5.666666666666667,18.0,6.0,23.0,7.666666666666667,20.0,6.666666666666667,19.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Chaz Bono,13,Percentage,7,Eliminated Week 6,113.0,3.766666666666667,17.0,5.666666666666667,17.0,5.666666666666667,18.0,6.0,21.0,7.0,21.0,7.0,19.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Nancy Grace,13,Percentage,5,Eliminated Week 8,169.0,5.633333333333333,16.0,5.333333333333333,21.0,7.0,21.0,7.0,21.0,7.0,22.0,7.333333333333333,24.0,8.0,22.0,7.333333333333333,22.0,7.333333333333333,0.0,0.0,0.0,0.0,0.0,
Rob Kardashian,13,Percentage,2,2nd Place,243.833,8.127766666666668,16.0,5.333333333333333,21.0,7.0,24.0,8.0,24.0,8.0,25.0,8.333333333333334,22.0,7.333333333333333,25.5,8.5,25.5,8.5,32.4998,10.833266666666667,28.333199999999998,9.4444,0.0,
William Levy,14,Percentage,3,3rd Place,277.6666,9.255553333333335,24.0,8.0,25.0,8.333333333333334,28.0,9.333333333333334,22.0,7.333333333333333,29.0,9.666666666666666,36.0,12.0,26.5,8.833333333333334,28.5,9.5,29.0,9.666666666666666,29.666600000000003,9.888866666666667,0.0,
Jack Wagner,14,Percentage,11,Eliminated Week 3,68.0,2.2666666666666666,23.0,7.666666666666667,21.0,7.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Sherri Sheperd,14,Percentage,10,Eliminated Week 4,91.0,3.0333333333333337,23.0,7.666666666666667,23.0,7.666666666666667,24.0,8.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jaleel White,14,Percentage,7,Eliminated Week 7,181.4998,6.049993333333333,26.0,8.666666666666666,22.0,7.333333333333333,25.0,8.333333333333334,22.0,7.333333333333333,24.0,8.0,36.9998,12.333266666666667,25.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Roshon Fegan,14,Percentage,6,Eliminated Week 8,207.9998,6.933326666666666,23.0,7.666666666666667,26.0,8.666666666666666,25.0,8.333333333333334,26.0,8.666666666666666,26.0,8.666666666666666,27.9998,9.333266666666667,26.0,8.666666666666666,28.0,9.333333333333334,0.0,0.0,0.0,0.0,0.0,
Melissa Gilbert,14,Percentage,5,Eliminated Week 8,186.0,6.199999999999999,20.0,6.666666666666667,20.0,6.666666666666667,24.0,8.0,22.0,7.333333333333333,21.0,7.0,30.0,10.0,23.5,7.833333333333333,25.5,8.5,0.0,0.0,0.0,0.0,0.0,
Martina Navratilova,14,Percentage,12,Eliminated Week 2,37.0,1.2333333333333334,20.0,6.666666666666667,17.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Donald Driver,14,Percentage,1,1st Place,271.1665,9.038883333333334,21.0,7.0,24.0,8.0,26.0,8.666666666666666,27.0,9.0,27.0,9.0,33.9999,11.3333,26.5,8.833333333333334,27.5,9.166666666666666,28.5,9.5,29.666600000000003,9.888866666666667,0.0,
Gavin DeGraw,14,Percentage,9,Eliminated Week 5,107.0,3.5666666666666673,20.0,6.666666666666667,21.0,7.0,24.0,8.0,23.0,7.666666666666667,19.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Gladys Knight,14,Percentage,8,Eliminated Week 6,132.0,4.4,23.0,7.666666666666667,19.0,6.333333333333333,24.0,8.0,20.0,6.666666666666667,22.0,7.333333333333333,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Katherine Jenkins,14,Percentage,2,2nd Place,285.4999,9.516663333333332,26.0,8.666666666666666,26.0,8.666666666666666,29.0,9.666666666666666,24.0,8.0,29.0,9.666666666666666,38.9999,12.999966666666666,27.0,9.0,27.5,9.166666666666666,28.0,9.333333333333334,30.0,10.0,0.0,
Maria Menounos,14,Percentage,4,Eliminated Week 9,240.4999,8.016663333333334,21.0,7.0,25.0,8.333333333333334,27.0,9.0,26.0,8.666666666666666,27.0,9.0,29.999899999999997,9.999966666666666,28.5,9.5,26.5,8.833333333333334,29.5,9.833333333333334,0.0,0.0,0.0,
Gilles Marini,15,Percentage,6,Eliminated Week 8,233.0275,7.438416666666666,24.0,8.0,25.5,8.5,25.5,8.5,39.5,9.875,28.25,9.416666666666666,27.5,9.166666666666666,33.4998,11.1666,29.2777,9.759233333333333,0.0,0.0,0.0,0.0,0.0,
Sabrina Bryan,15,Percentage,8,Eliminated Week 6,168.75,5.329166666666667,22.5,7.5,26.0,8.666666666666666,25.5,8.5,35.5,8.875,29.25,9.75,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kirstie Alley,15,Percentage,7,Eliminated Week 8,201.2499,6.458329999999999,19.0,6.333333333333333,21.0,7.0,24.0,8.0,30.0,7.5,26.25,8.75,27.5,9.166666666666666,27.999899999999997,9.3333,25.5,8.5,0.0,0.0,0.0,0.0,0.0,
Kelly Monaco,15,Percentage,3,3rd Place,281.3052,9.064340000000001,21.5,7.166666666666667,22.0,7.333333333333333,27.0,9.0,37.5,9.375,25.75,8.583333333333334,27.0,9.0,36.0,12.0,28.3333,9.444433333333334,27.110999999999997,9.036999999999999,29.1109,9.703633333333334,0.0,
Apolo Anton Ohno,15,Percentage,5,Eliminated Week 9,255.6387,8.23379,22.0,7.333333333333333,24.5,8.166666666666666,25.5,8.5,34.5,8.625,28.25,9.416666666666666,30.0,10.0,33.0,11.0,29.2777,9.759233333333333,28.611,9.537,0.0,0.0,0.0,
Emmitt Smith,15,Percentage,4,Eliminated Week 9,253.0553,8.135176666666666,24.5,8.166666666666666,22.5,7.5,25.0,8.333333333333334,36.0,9.0,28.0,9.333333333333334,26.5,8.833333333333334,34.4999,11.499966666666666,29.0554,9.685133333333333,27.0,9.0,0.0,0.0,0.0,
Shawn Johnson,15,Percentage,2,2nd Place,293.5274,9.455079999999999,22.0,7.333333333333333,25.0,8.333333333333334,26.5,8.833333333333334,39.5,9.875,28.25,9.416666666666666,28.0,9.333333333333334,37.9998,12.6666,27.8333,9.277766666666666,29.5,9.833333333333334,28.944300000000002,9.648100000000001,0.0,
Pamela Anderson,15,Percentage,13,Eliminated Week 1,17.0,0.5666666666666667,17.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Helio Castroneves,15,Percentage,10,Eliminated Week 3,70.0,2.3333333333333335,21.5,7.166666666666667,23.0,7.666666666666667,25.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Joey Fatone,15,Percentage,12,Eliminated Week 2,43.0,1.4333333333333331,20.5,6.833333333333333,22.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Drew Lachey,15,Percentage,11,Eliminated Week 3,68.0,2.2666666666666666,21.5,7.166666666666667,22.5,7.5,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bristol Palin,15,Percentage,9,Eliminated Week 4,92.0,2.8,19.5,6.5,18.0,6.0,22.5,7.5,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Melissa Rycroft,15,Percentage,1,1st Place,293.3607,9.470356666666666,21.0,7.0,23.5,7.833333333333333,27.0,9.0,37.0,9.25,28.25,9.416666666666666,29.5,9.833333333333334,38.9999,12.999966666666666,30.0,10.0,28.7777,9.592566666666666,29.333099999999998,9.7777,0.0,
Ingo Rademacher,16,Percentage,5,Eliminated Week 9,202.5,6.75,20.0,6.666666666666667,20.0,6.666666666666667,21.0,7.0,23.0,7.666666666666667,21.0,7.0,23.0,7.666666666666667,25.0,8.333333333333334,24.0,8.0,25.5,8.5,0.0,0.0,0.0,
Zendaya,16,Percentage,2,2nd Place,272.9998,9.099993333333334,24.0,8.0,26.0,8.666666666666666,25.9998,8.6666,26.0,8.666666666666666,29.0,9.666666666666666,25.5,8.5,30.0,10.0,29.0,9.666666666666666,27.5,9.166666666666666,30.0,10.0,0.0,
Dorothy Hamill,16,Percentage,12,Withdrew,36.0,1.2,21.0,7.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Victor Ortiz,16,Percentage,8,Eliminated Week 6,118.0,3.9333333333333336,18.0,6.0,18.0,6.0,23.0,7.666666666666667,18.0,6.0,21.0,7.0,20.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Alexandra Raisman,16,Percentage,4,Eliminated Week 10,264.5,8.816666666666666,21.0,7.0,24.0,8.0,23.0,7.666666666666667,27.0,9.0,25.0,8.333333333333334,26.0,8.666666666666666,32.0,10.666666666666666,28.0,9.333333333333334,29.5,9.833333333333334,29.0,9.666666666666666,0.0,
Jacoby Jones,16,Percentage,3,3rd Place,251.9997,8.399989999999999,20.0,6.666666666666667,23.0,7.666666666666667,25.9998,8.6666,24.0,8.0,26.0,8.666666666666666,22.5,7.5,27.0,9.0,26.0,8.666666666666666,29.5,9.833333333333334,27.999899999999997,9.3333,0.0,
D. L. Hughley,16,Percentage,9,Eliminated Week 5,83.0,2.7666666666666666,12.0,4.0,16.0,5.333333333333333,16.0,5.333333333333333,21.0,7.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andy Dick,16,Percentage,7,Eliminated Week 7,132.5,4.416666666666667,17.0,5.666666666666667,20.0,6.666666666666667,18.0,6.0,21.0,7.0,18.0,6.0,21.5,7.166666666666667,17.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Wynonna Judd,16,Percentage,11,Eliminated Week 3,51.0,1.7,18.0,6.0,18.0,6.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kellie Pickler,16,Percentage,1,1st Place,267.5,8.916666666666668,21.0,7.0,26.0,8.666666666666666,25.0,8.333333333333334,26.0,8.666666666666666,27.0,9.0,27.0,9.0,29.0,9.666666666666666,27.5,9.166666666666666,29.0,9.666666666666666,30.0,10.0,0.0,
Lisa Vanderpump,16,Percentage,10,Eliminated Week 4,75.0,2.5,18.0,6.0,18.0,6.0,21.0,7.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Sean Lowe,16,Percentage,6,Eliminated Week 8,172.0,5.733333333333333,19.0,6.333333333333333,20.0,6.666666666666667,21.0,7.0,20.0,6.666666666666667,24.0,8.0,23.0,7.666666666666667,24.0,8.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,
Valerie Harper,17,Percentage,10,Eliminated Week 4,74.0,2.242424242424242,21.0,7.0,19.0,6.333333333333333,16.0,5.333333333333333,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brant Daugherty,17,Percentage,7,Eliminated Week 8,206.5,6.257575757575759,22.0,7.333333333333333,23.0,7.666666666666667,27.0,9.0,21.0,7.0,27.0,9.0,31.0,10.333333333333334,28.5,9.5,27.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Elizabeth Berkley Lauren,17,Percentage,6,Eliminated Week 9,238.9998,7.242418181818182,24.0,8.0,25.0,8.333333333333334,25.0,8.333333333333334,27.0,9.0,26.0,8.666666666666666,31.9998,10.6666,27.0,9.0,25.0,8.333333333333334,28.0,9.333333333333334,0.0,0.0,0.0,0.0
Leah Remini,17,Percentage,5,Eliminated Week 10,256.9999,7.541663636363637,21.0,7.0,24.0,8.0,24.0,8.0,24.0,8.0,22.0,7.333333333333333,27.999899999999997,9.3333,26.5,8.833333333333334,28.0,9.333333333333334,27.0,9.0,32.5,8.125,0.0,0.0
Corbin Bleu,17,Percentage,2,2nd Place,313.66630000000004,9.220948484848485,24.0,8.0,26.0,8.666666666666666,26.0,8.666666666666666,27.0,9.0,28.0,9.333333333333334,26.999899999999997,8.999966666666666,29.5,9.833333333333334,30.0,10.0,29.0,9.666666666666666,37.5,9.375,29.6664,9.8888
Amber Riley,17,Percentage,1,1st Place,313.8331,9.210851515151516,27.0,9.0,24.0,8.0,24.0,8.0,27.0,9.0,26.0,8.666666666666666,31.999899999999997,10.666633333333332,29.5,9.833333333333334,28.0,9.333333333333334,25.5,8.5,39.5,9.875,31.333199999999998,10.4444
Keyshawn Johnson,17,Percentage,12,Eliminated Week 2,35.0,1.0606060606060608,17.0,5.666666666666667,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bill Engvall,17,Percentage,4,Eliminated Week 11,257.4998,7.575751515151516,18.0,6.0,21.0,7.0,24.0,8.0,21.0,7.0,24.0,8.0,23.9999,7.9999666666666664,25.0,8.333333333333334,24.0,8.0,21.0,7.0,30.0,7.5,25.499899999999997,8.499966666666666
Christina Milian,17,Percentage,9,Eliminated Week 5,125.0,3.7878787878787876,22.0,7.333333333333333,25.0,8.333333333333334,26.0,8.666666666666666,24.0,8.0,28.0,9.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nicole ""Snooki"" Polizzi",17,Percentage,8,Eliminated Week 7,176.0,5.333333333333334,23.0,7.666666666666667,20.0,6.666666666666667,25.0,8.333333333333334,24.0,8.0,27.0,9.0,30.0,10.0,27.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Osbourne,17,Percentage,3,3rd Place,295.99969999999996,8.700748484848484,23.0,7.666666666666667,24.0,8.0,22.0,7.333333333333333,24.0,8.0,27.0,9.0,26.9998,8.999933333333333,28.5,9.5,30.0,10.0,27.0,9.0,35.5,8.875,27.999899999999997,9.3333
