celebrity_name,season,week,season_rule,judge_score,estimated_fan_vote_pct,placement
Lance Bass,7,7,Percentage,25.0,0.17789132301962915,3
Brooke Burke,7,7,Percentage,30.0,0.20034114085932814,1
Cody Linley,7,8,Percentage,24.0,0.2014999610804858,4
Maurice Greene,7,8,Percentage,24.0,0.1814999175773411,5
Warren Sapp,7,8,Percentage,27.0,0.206500041109169,2
Lance Bass,7,8,Percentage,25.0,0.20316670057539218,3
Brooke Burke,7,8,Percentage,27.5,0.2073333796576119,1
Cody Linley,7,9,Percentage,23.0,0.24567161262817555,4
Warren Sapp,7,9,Percentage,24.5,0.25090595989366654,2
Lance Bass,7,9,Percentage,28.5,0.252516511677192,3
Brooke Burke,7,9,Percentage,24.5,0.2509059158009659,1
Warren Sapp,7,10,Percentage,27.5,0.3235359477123936,2
Lance Bass,7,10,Percentage,27.5,0.3235359477123936,3
Brooke Burke,7,10,Percentage,30.0,0.3529281045752129,1
Gilles Marini,8,1,Percentage,24.0,0.07692275988707509,2
Denise Richards,8,1,Percentage,18.0,0.07692312533608285,12
David Alan Grier,8,1,Percentage,19.0,0.07692350852276811,9
Lawrence Taylor,8,1,Percentage,16.0,0.0769237724429729,7
Ty Murray,8,1,Percentage,14.0,0.07692441954987002,4
Shawn Johnson,8,1,Percentage,23.0,0.07692221430904869,1
Steve Wozniak,8,1,Percentage,13.0,0.07692403592815038,10
Belinda Carlisle,8,1,Percentage,17.0,0.07692274214939405,13
Chuck Wicks,8,1,Percentage,20.0,0.07692106474891809,6
Lil' Kim,8,1,Percentage,21.0,0.07692427533119423,5
Steve-O,8,1,Percentage,17.0,0.07692274214939405,8
Holly Madison,8,1,Percentage,18.0,0.07692312533608285,11
Melissa Rycroft,8,1,Percentage,23.0,0.07692221430904869,3
Gilles Marini,8,2,Percentage,27.0,0.08646782943457056,2
Denise Richards,8,2,Percentage,21.0,0.07629921256618316,12
David Alan Grier,8,2,Percentage,17.0,0.06952013281179016,9
Lawrence Taylor,8,2,Percentage,20.0,0.07460444181032048,7
Ty Murray,8,2,Percentage,20.0,0.0746044422168431,4
Shawn Johnson,8,2,Percentage,24.0,0.08138352059966449,1
Steve Wozniak,8,2,Percentage,17.0,0.06952013345379844,10
Belinda Carlisle,8,2,Percentage,18.0,0.045746435601104,13
Chuck Wicks,8,2,Percentage,20.0,0.07460444117488695,6
Lil' Kim,8,2,Percentage,23.0,0.07968875054914205,5
Steve-O,8,2,Percentage,14.0,0.11157269607533382,8
Holly Madison,8,2,Percentage,18.0,0.0712149031415898,11
Melissa Rycroft,8,2,Percentage,26.0,0.0847730605647729,3
Gilles Marini,8,3,Percentage,27.0,0.09328241569073045,2
Denise Richards,8,3,Percentage,16.0,0.042613716768762175,12
David Alan Grier,8,3,Percentage,24.0,0.08659949401880286,9
Lawrence Taylor,8,3,Percentage,20.0,0.07768893252551365,7
Ty Murray,8,3,Percentage,23.0,0.08437185315990187,4
Shawn Johnson,8,3,Percentage,27.0,0.09328241569073045,1
Steve Wozniak,8,3,Percentage,10.0,0.1181230239085526,10
Chuck Wicks,8,3,Percentage,23.0,0.08437185315990187,6
Lil' Kim,8,3,Percentage,25.0,0.08882713551091222,5
Steve-O,8,3,Percentage,15.0,0.06655072951043717,8
Holly Madison,8,3,Percentage,17.0,0.07100601121372291,11
Melissa Rycroft,8,3,Percentage,27.0,0.09328241884203178,3
Gilles Marini,8,4,Percentage,30.0,0.09812725950340778,2
David Alan Grier,8,4,Percentage,22.0,0.09137000542004661,9
Lawrence Taylor,8,4,Percentage,19.0,0.08883575964702009,7
Ty Murray,8,4,Percentage,25.0,0.09390405844691153,4
Shawn Johnson,8,4,Percentage,25.0,0.09390405844691153,1
Steve Wozniak,8,4,Percentage,12.0,0.07785409304101358,10
Chuck Wicks,8,4,Percentage,22.0,0.09136962083928184,6
Lil' Kim,8,4,Percentage,27.0,0.09559323501998623,5
Steve-O,8,4,Percentage,15.0,0.08545740673026521,8
Holly Madison,8,4,Percentage,16.0,0.0863017065983668,11
Melissa Rycroft,8,4,Percentage,29.0,0.09728279630678868,3
Gilles Marini,8,5,Percentage,29.0,0.11877519852048768,2
David Alan Grier,8,5,Percentage,22.0,0.0734642822413033,9
Lawrence Taylor,8,5,Percentage,20.0,0.10302438594508966,7
Ty Murray,8,5,Percentage,21.0,0.10477447585353207,4
Shawn Johnson,8,5,Percentage,26.0,0.11352492704277235,1
Chuck Wicks,8,5,Percentage,23.0,0.10827465611068514,6
Lil' Kim,8,5,Percentage,26.0,0.11352492704277235,5
Steve-O,8,5,Percentage,18.0,0.1528623093366573,8
Melissa Rycroft,8,5,Percentage,25.0,0.11177483790670026,3
Gilles Marini,8,6,Percentage,26.0,0.12846777757020986,2
Lawrence Taylor,8,6,Percentage,22.0,0.12476889908027945,7
Ty Murray,8,6,Percentage,18.0,0.12106983108808754,4
Shawn Johnson,8,6,Percentage,26.0,0.1284676822498985,1
Chuck Wicks,8,6,Percentage,23.0,0.12569364196773355,6
Lil' Kim,8,6,Percentage,28.0,0.13031724992508664,5
Steve-O,8,6,Percentage,16.0,0.11182230316630923,8
Melissa Rycroft,8,6,Percentage,27.0,0.12939261495239532,3
Gilles Marini,8,7,Percentage,27.0,0.14353880844121408,2
Lawrence Taylor,8,7,Percentage,21.0,0.1390398215536455,7
Ty Murray,8,7,Percentage,24.0,0.14272084684270306,4
Shawn Johnson,8,7,Percentage,28.0,0.1438114725445608,1
Chuck Wicks,8,7,Percentage,27.0,0.1435388084520644,6
Lil' Kim,8,7,Percentage,26.0,0.14326611396746905,5
Melissa Rycroft,8,7,Percentage,29.0,0.14408412819834315,3
Gilles Marini,8,8,Percentage,27.5,0.1794073458146587,2
Ty Murray,8,8,Percentage,26.0,0.1741353567101789,4
Shawn Johnson,8,8,Percentage,26.0,0.17413535670983954,1
Chuck Wicks,8,8,Percentage,25.5,0.12756573032539856,6
Lil' Kim,8,8,Percentage,28.0,0.1811648319665462,5
Melissa Rycroft,8,8,Percentage,23.0,0.1635913784733782,3
Gilles Marini,8,9,Percentage,28.0,0.21656380814281012,2
Ty Murray,8,9,Percentage,23.0,0.1953285285663648,4
Shawn Johnson,8,9,Percentage,28.0,0.21656380814281012,1
Lil' Kim,8,9,Percentage,26.0,0.15285635543210924,5
Melissa Rycroft,8,9,Percentage,28.5,0.2186874997159058,3
Gilles Marini,8,10,Percentage,30.0,0.2500003012818992,2
Ty Murray,8,10,Percentage,24.0,0.24999979622976834,4
Shawn Johnson,8,10,Percentage,28.0,0.250000403573696,1
Melissa Rycroft,8,10,Percentage,27.5,0.24999949891463635,3
Gilles Marini,8,11,Percentage,29.0,0.33142984126983777,2
Shawn Johnson,8,11,Percentage,30.0,0.34285079365081467,1
Melissa Rycroft,8,11,Percentage,28.5,0.32571936507934757,3
Ashley Hamiliton,9,1,Percentage,18.9999,0.030328838270249753,16
Debi Mazar,9,1,Percentage,22.0,0.05664515116187792,12
Melissa Joan Hart,9,1,Percentage,24.0,0.06085518430999128,9
Mark Dacascos,9,1,Percentage,28.9998,0.07138139505752707,6
Chuck Liddell,9,1,Percentage,22.0,0.05664472504674401,11
Natalie Coughlin,9,1,Percentage,26.9998,0.06717093579428265,10
Louie Vito,9,1,Percentage,26.9998,0.06717093579428265,8
Michael Irvin,9,1,Percentage,19.0,0.05032903620091037,7
Joanna Krupa,9,1,Percentage,33.9999,0.08190796134372619,4
Kathy Ireland,9,1,Percentage,19.9999,0.05243408422044536,14
Tom DeLay,9,1,Percentage,19.9999,0.05243408422044536,13
Macy Gray,9,1,Percentage,18.9999,0.050328854704459344,15
Aaron Carter,9,1,Percentage,31.9999,0.07769726545070142,5
Mya,9,1,Percentage,30.9999,0.07559203578577534,2
Donny Osmond,9,1,Percentage,29.9999,0.07348723238491066,1
Kelly Osbourne,9,1,Percentage,30.9998,0.07559228025367062,3
Debi Mazar,9,2,Percentage,21.0,0.07285724950341506,12
Melissa Joan Hart,9,2,Percentage,19.0,0.06841271854188703,9
Mark Dacascos,9,2,Percentage,21.0,0.07285724950341506,6
Chuck Liddell,9,2,Percentage,19.0,0.06841271854188703,11
Natalie Coughlin,9,2,Percentage,21.0,0.07285724950341506,10
Louie Vito,9,2,Percentage,19.0,0.06841271854188703,8
Michael Irvin,9,2,Percentage,20.0,0.07063517765442073,7
Joanna Krupa,9,2,Percentage,20.0,0.07063517765442073,4
Kathy Ireland,9,2,Percentage,18.0,0.046190256599180086,14
Tom DeLay,9,2,Percentage,18.0,0.06619025915764948,13
Aaron Carter,9,2,Percentage,27.0,0.0861900973448138,5
Mya,9,2,Percentage,27.0,0.08619048468239655,2
Donny Osmond,9,2,Percentage,25.0,0.08174592423686805,1
Kelly Osbourne,9,2,Percentage,19.0,0.06841271853434412,3
Debi Mazar,9,3,Percentage,17.0,0.05163855497518211,12
Melissa Joan Hart,9,3,Percentage,19.0,0.0738629216265883,9
Mark Dacascos,9,3,Percentage,18.0,0.07275075463180877,6
Chuck Liddell,9,3,Percentage,17.0,0.07163858817781722,11
Natalie Coughlin,9,3,Percentage,26.0,0.08164808704258568,10
Louie Vito,9,3,Percentage,20.0,0.07497508772414803,8
Michael Irvin,9,3,Percentage,14.0,0.09207620170646064,7
Joanna Krupa,9,3,Percentage,23.0,0.07831158680064111,4
Tom DeLay,9,3,Percentage,15.0,0.09318836841134046,13
Aaron Carter,9,3,Percentage,21.0,0.07608725323165713,5
Mya,9,3,Percentage,27.0,0.08276025346175615,2
Donny Osmond,9,3,Percentage,21.0,0.07608725353297939,1
Kelly Osbourne,9,3,Percentage,20.0,0.07497508867703498,3
Melissa Joan Hart,9,4,Percentage,28.0,0.11270165531898159,9
Mark Dacascos,9,4,Percentage,22.0,0.09339590890167865,6
Chuck Liddell,9,4,Percentage,17.0,0.049956807844097485,11
Natalie Coughlin,9,4,Percentage,24.0,0.09983103935472304,10
Louie Vito,9,4,Percentage,16.0,0.07408903975116858,8
Michael Irvin,9,4,Percentage,16.0,0.07408903975116858,7
Joanna Krupa,9,4,Percentage,26.0,0.10626666250886355,4
Aaron Carter,9,4,Percentage,18.0,0.08052417024230207,5
Mya,9,4,Percentage,28.0,0.11270165530710469,2
Donny Osmond,9,4,Percentage,24.0,0.09983054680081861,1
Kelly Osbourne,9,4,Percentage,23.0,0.09661347421909319,3
Melissa Joan Hart,9,5,Percentage,23.0,0.0997585261073094,9
Mark Dacascos,9,5,Percentage,26.0,0.10699826085118738,6
Natalie Coughlin,9,5,Percentage,22.0,0.07079989911696881,10
Louie Vito,9,5,Percentage,22.0,0.09734548954866624,8
Michael Irvin,9,5,Percentage,21.0,0.09493214036736419,7
Joanna Krupa,9,5,Percentage,24.0,0.10217187526951113,4
Aaron Carter,9,5,Percentage,24.0,0.10217187526951113,5
Mya,9,5,Percentage,27.0,0.10941171449280923,2
Donny Osmond,9,5,Percentage,29.0,0.11423823931804009,1
Kelly Osbourne,9,5,Percentage,24.0,0.10217197965863233,3
Melissa Joan Hart,9,6,Percentage,23.9999,0.0680328676424473,9
Mark Dacascos,9,6,Percentage,32.0,0.12341969744574871,6
Louie Vito,9,6,Percentage,24.0,0.10126494225319206,8
Michael Irvin,9,6,Percentage,21.9998,0.09572559319047107,7
Joanna Krupa,9,6,Percentage,35.9999,0.13449645112390074,4
Aaron Carter,9,6,Percentage,32.9998,0.12618811385754058,5
Mya,9,6,Percentage,33.0,0.12618859527523324,2
Donny Osmond,9,6,Percentage,30.9999,0.12064984452200105,1
Kelly Osbourne,9,6,Percentage,24.9998,0.10403389468946542,3
Mark Dacascos,9,7,Percentage,21.5,0.134229064928891,6
Michael Irvin,9,7,Percentage,23.5,0.14283307586015262,7
Joanna Krupa,9,7,Percentage,27.5,0.14553243106136224,4
Aaron Carter,9,7,Percentage,26.5,0.14485747332030469,5
Mya,9,7,Percentage,24.5,0.1435078524734981,2
Donny Osmond,9,7,Percentage,26.0,0.1445200850411485,1
Kelly Osbourne,9,7,Percentage,26.0,0.144520017314643,3
Joanna Krupa,9,8,Percentage,26.0,0.20367999841044435,4
Aaron Carter,9,8,Percentage,25.0,0.18207988645936984,5
Mya,9,8,Percentage,29.5,0.20928006677231997,2
Donny Osmond,9,8,Percentage,25.0,0.20207998498836596,1
Kelly Osbourne,9,8,Percentage,25.5,0.20288006336949987,3
Joanna Krupa,9,9,Percentage,27.0,0.21328003998611786,4
Mya,9,9,Percentage,28.9999,0.2714072273782092,2
Donny Osmond,9,9,Percentage,24.666600000000003,0.2551564480231584,1
Kelly Osbourne,9,9,Percentage,25.9998,0.26015628461251455,3
Mya,9,10,Percentage,28.3332,0.33333329845685367,2
Donny Osmond,9,10,Percentage,28.9998,0.3333333858278862,1
Kelly Osbourne,9,10,Percentage,25.2222,0.33333331571526004,3
Aiden Turner,10,1,Percentage,15.0,0.09090864382710677,9
Shannen Doherty,10,1,Percentage,18.0,0.09090821913378574,11
Niecy Nash,10,1,Percentage,18.0,0.09090821913378574,5
Buzz Aldrin,10,1,Percentage,14.0,0.09090960268608449,10
Chad Ochocinco,10,1,Percentage,18.0,0.09090944462978437,4
Evan Lysacek,10,1,Percentage,23.0,0.09090832771456121,2
Pamela Anderson,10,1,Percentage,21.0,0.09091024543252886,6
Nicole Scherzinger,10,1,Percentage,25.0,0.09090938869201202,1
Erin Andrews,10,1,Percentage,21.0,0.09091024543252886,3
Kate Gosselin,10,1,Percentage,16.0,0.0909089109099397,8
Jake Pavelka,10,1,Percentage,20.0,0.09090875240788225,7
Aiden Turner,10,2,Percentage,19.0,0.07958645361878786,9
Shannen Doherty,10,2,Percentage,20.0,0.048597785294851585,11
Niecy Nash,10,2,Percentage,21.0,0.08470977061230253,5
Buzz Aldrin,10,2,Percentage,12.0,0.10496187060348641,10
Chad Ochocinco,10,2,Percentage,16.0,0.1152085067553677,4
Evan Lysacek,10,2,Percentage,24.0,0.09239474849286874,2
Pamela Anderson,10,2,Percentage,22.0,0.08727143073537434,6
Nicole Scherzinger,10,2,Percentage,28.0,0.10264138312804283,1
Erin Andrews,10,2,Percentage,23.0,0.08983308949910139,3
Kate Gosselin,10,2,Percentage,15.0,0.11264684852497088,8
Jake Pavelka,10,2,Percentage,20.0,0.08214811273484575,7
Aiden Turner,10,3,Percentage,20.0,0.1004177291199969,9
Niecy Nash,10,3,Percentage,21.0,0.10161178892311988,5
Buzz Aldrin,10,3,Percentage,13.0,0.08430058524494928,10
Chad Ochocinco,10,3,Percentage,20.0,0.10041785063360374,4
Evan Lysacek,10,3,Percentage,26.0,0.10758121681329715,2
Pamela Anderson,10,3,Percentage,21.0,0.10161178892311988,6
Nicole Scherzinger,10,3,Percentage,23.0,0.10399930538543363,1
Erin Andrews,10,3,Percentage,23.0,0.10399930538543363,3
Kate Gosselin,10,3,Percentage,15.0,0.09444864064792605,8
Jake Pavelka,10,3,Percentage,21.0,0.10161178892311988,7
Aiden Turner,10,4,Percentage,16.5,0.07759740711134723,9
Niecy Nash,10,4,Percentage,18.0,0.1061492876213493,5
Chad Ochocinco,10,4,Percentage,22.0,0.11786266716404463,4
Evan Lysacek,10,4,Percentage,26.0,0.12957571671211554,2
Pamela Anderson,10,4,Percentage,23.5,0.12225503678791835,6
Nicole Scherzinger,10,4,Percentage,25.0,0.12664770187297525,1
Erin Andrews,10,4,Percentage,19.5,0.11054195272540387,3
Kate Gosselin,10,4,Percentage,16.0,0.10029289329209336,8
Jake Pavelka,10,4,Percentage,19.0,0.10907733671275256,7
Niecy Nash,10,5,Percentage,18.0,0.12430409420017337,5
Chad Ochocinco,10,5,Percentage,18.0,0.12430409420017337,4
Evan Lysacek,10,5,Percentage,27.0,0.12663450205665233,2
Pamela Anderson,10,5,Percentage,21.0,0.12508090958217724,6
Nicole Scherzinger,10,5,Percentage,29.0,0.12715237274864638,1
Erin Andrews,10,5,Percentage,22.0,0.1253398226550731,3
Kate Gosselin,10,5,Percentage,15.0,0.12158535490003335,8
Jake Pavelka,10,5,Percentage,23.0,0.12559884965707094,7
Niecy Nash,10,6,Percentage,25.9998,0.14052228292657304,5
Chad Ochocinco,10,6,Percentage,30.9999,0.1461579475254432,4
Evan Lysacek,10,6,Percentage,27.0,0.1416497245061141,2
Pamela Anderson,10,6,Percentage,29.9998,0.14503058315549888,6
Nicole Scherzinger,10,6,Percentage,35.9999,0.15179353803500734,1
Erin Andrews,10,6,Percentage,34.0,0.14953946202383753,3
Jake Pavelka,10,6,Percentage,24.9999,0.1253064618275258,7
Niecy Nash,10,7,Percentage,24.5,0.16825992024619552,5
Chad Ochocinco,10,7,Percentage,26.0,0.17163415460833872,4
Evan Lysacek,10,7,Percentage,27.0,0.17388356468591973,2
Pamela Anderson,10,7,Percentage,25.5,0.14182895986954072,6
Nicole Scherzinger,10,7,Percentage,27.0,0.1738837971668523,1
Erin Andrews,10,7,Percentage,25.5,0.1705096034231532,3
Niecy Nash,10,8,Percentage,21.5,0.1872360778477433,5
Chad Ochocinco,10,8,Percentage,22.5,0.1993309412089779,4
Evan Lysacek,10,8,Percentage,26.5,0.20344837472474642,2
Nicole Scherzinger,10,8,Percentage,29.5,0.20653628220369752,1
Erin Andrews,10,8,Percentage,26.5,0.20344832401483476,3
Chad Ochocinco,10,9,Percentage,26.0,0.24809734576565787,4
Evan Lysacek,10,9,Percentage,29.5,0.25071349717716357,2
Nicole Scherzinger,10,9,Percentage,29.5,0.2507134971703352,1
Erin Andrews,10,9,Percentage,28.0,0.25047565988684334,3
Evan Lysacek,10,10,Percentage,26.8887,0.32527374509370555,2
Nicole Scherzinger,10,10,Percentage,28.7777,0.3481094465856194,1
Erin Andrews,10,10,Percentage,26.9998,0.32661680832067513,3
David Hasselhoff,11,1,Percentage,15.0,0.054555375835385576,12
Florence Henderson,11,1,Percentage,18.0,0.08255510978123533,8
Kyle Massey,11,1,Percentage,23.0,0.09588915869983991,2
Jennifer Grey,11,1,Percentage,24.0,0.09855571340741404,1
Rick Fox,11,1,Percentage,22.0,0.09322214508809229,6
Kurt Warner,11,1,Percentage,19.0,0.08522178358200828,5
Margaret Cho,11,1,Percentage,15.0,0.07455542920969559,10
Michael Bolton,11,1,Percentage,16.0,0.07722244289064421,11
Brandy,11,1,Percentage,23.0,0.09588915869629423,4
The Situation,11,1,Percentage,15.0,0.0745557689934406,9
Audrina Patridge,11,1,Percentage,19.0,0.08522212376621188,7
Bristol Palin,11,1,Percentage,18.0,0.08255579004973802,3
Florence Henderson,11,2,Percentage,19.0,0.09090984866260117,8
Kyle Massey,11,2,Percentage,22.0,0.090911913065928,2
Jennifer Grey,11,2,Percentage,24.0,0.09090997964276075,1
Rick Fox,11,2,Percentage,21.0,0.09090893714464147,6
Kurt Warner,11,2,Percentage,21.0,0.09090893714464147,5
Margaret Cho,11,2,Percentage,18.0,0.09090916025082722,10
Michael Bolton,11,2,Percentage,12.0,0.09091005136113925,11
Brandy,11,2,Percentage,21.0,0.09090893714464147,4
The Situation,11,2,Percentage,18.0,0.09090916025082722,9
Audrina Patridge,11,2,Percentage,23.0,0.09090573811716351,7
Bristol Palin,11,2,Percentage,22.0,0.09090733721482823,3
Florence Henderson,11,3,Percentage,20.0,0.09814297159973209,8
Kyle Massey,11,3,Percentage,23.0,0.1027855215672008,2
Jennifer Grey,11,3,Percentage,24.0,0.10433313084168996,1
Rick Fox,11,3,Percentage,24.0,0.10433313084168996,6
Kurt Warner,11,3,Percentage,23.0,0.1027855215672008,5
Margaret Cho,11,3,Percentage,18.0,0.08112024299265018,10
Brandy,11,3,Percentage,24.0,0.10433313084169037,4
The Situation,11,3,Percentage,20.0,0.09814297164855089,9
Audrina Patridge,11,3,Percentage,26.0,0.10742801609944913,7
Bristol Palin,11,3,Percentage,19.0,0.09659536200014587,3
Florence Henderson,11,4,Percentage,17.5,0.10953098704751073,8
Kyle Massey,11,4,Percentage,20.0,0.11198294484632475,2
Jennifer Grey,11,4,Percentage,28.0,0.11982916962880388,1
Rick Fox,11,4,Percentage,19.5,0.11149261936582074,6
Kurt Warner,11,4,Percentage,17.0,0.1090406615395726,5
Brandy,11,4,Percentage,24.0,0.11590587918082812,4
The Situation,11,4,Percentage,14.0,0.09923283011012103,9
Audrina Patridge,11,4,Percentage,23.0,0.11492522814241783,7
Bristol Palin,11,4,Percentage,16.0,0.10805968013860039,3
Florence Henderson,11,5,Percentage,21.0,0.07179430291557744,8
Kyle Massey,11,5,Percentage,20.0,0.1180071248319501,2
Jennifer Grey,11,5,Percentage,25.0,0.1423300142597884,1
Rick Fox,11,5,Percentage,24.0,0.13746548238470438,6
Kurt Warner,11,5,Percentage,24.0,0.13746525214011868,5
Brandy,11,5,Percentage,27.0,0.1520590418886947,4
Audrina Patridge,11,5,Percentage,23.0,0.13260095061788366,7
Bristol Palin,11,5,Percentage,18.0,0.1082778309612827,3
Kyle Massey,11,6,Percentage,29.9999,0.1401210325674644,2
Jennifer Grey,11,6,Percentage,29.0,0.13814065167428202,1
Rick Fox,11,6,Percentage,30.0,0.1401212319245708,6
Kurt Warner,11,6,Percentage,21.9999,0.19661696129985548,5
Brandy,11,6,Percentage,35.9999,0.1520045051897557,4
Audrina Patridge,11,6,Percentage,31.9998,0.09683593960804232,7
Bristol Palin,11,6,Percentage,27.9998,0.13615967773602936,3
Kyle Massey,11,7,Percentage,33.5,0.16982003055604336,2
Jennifer Grey,11,7,Percentage,36.5,0.1756414616306652,1
Rick Fox,11,7,Percentage,34.5,0.13828688245670775,6
Kurt Warner,11,7,Percentage,35.0,0.17273070395207255,5
Brandy,11,7,Percentage,36.5,0.17564146164665928,4
Bristol Palin,11,7,Percentage,32.5,0.16787945975785187,3
Kyle Massey,11,8,Percentage,28.0,0.20806233906853788,2
Jennifer Grey,11,8,Percentage,28.5,0.20909600098588332,1
Kurt Warner,11,8,Percentage,24.0,0.17498603760527776,5
Brandy,11,8,Percentage,28.5,0.20909599941110327,4
Bristol Palin,11,8,Percentage,23.5,0.19875962292919774,3
Kyle Massey,11,9,Percentage,29.0,0.26245090027731127,2
Jennifer Grey,11,9,Percentage,30.0,0.2655156913914286,1
Brandy,11,9,Percentage,28.5,0.2172445355789844,4
Bristol Palin,11,9,Percentage,26.5,0.2547888727522758,3
Kyle Massey,11,10,Percentage,27.3332,0.33333329081228186,2
Jennifer Grey,11,10,Percentage,30.0,0.3333333877335798,1
Bristol Palin,11,10,Percentage,25.666600000000003,0.33333332145413846,3
Ralph Macchio,12,1,Percentage,24.0,0.09091008082596985,4
Chelsea Kane,12,1,Percentage,21.0,0.09090997200176842,3
Kirstie Alley,12,1,Percentage,23.0,0.09090902605524083,2
Hines Ward,12,1,Percentage,21.0,0.09090997200176842,1
Sugar Ray Leonard,12,1,Percentage,17.0,0.0909082999766559,9
Chris Jericho,12,1,Percentage,19.0,0.09090854185878905,7
Petra Nemcova,12,1,Percentage,18.0,0.09090901504811426,8
Mike Catherwood,12,1,Percentage,13.0,0.09091019230177944,11
Romeo,12,1,Percentage,19.0,0.09090854185878905,5
Wendy Williams,12,1,Percentage,14.0,0.09090734302301065,10
Kendra Wilkinson,12,1,Percentage,18.0,0.09090901504811426,6
Ralph Macchio,12,2,Percentage,21.0,0.09593572564948404,4
Chelsea Kane,12,2,Percentage,18.0,0.08887716458770299,3
Kirstie Alley,12,2,Percentage,20.0,0.09358270945263134,2
Hines Ward,12,2,Percentage,23.0,0.10064186251155019,1
Sugar Ray Leonard,12,2,Percentage,17.0,0.08652424601068995,9
Chris Jericho,12,2,Percentage,23.0,0.10064186240886105,7
Petra Nemcova,12,2,Percentage,18.0,0.08887716481313206,8
Mike Catherwood,12,2,Percentage,17.0,0.06652404762296817,11
Romeo,12,2,Percentage,23.0,0.10064147244838453,5
Wendy Williams,12,2,Percentage,17.0,0.08652405109698114,10
Kendra Wilkinson,12,2,Percentage,19.0,0.09122969339761451,6
Ralph Macchio,12,3,Percentage,21.0,0.0999995318621684,4
Chelsea Kane,12,3,Percentage,23.0,0.10000083109724561,3
Kirstie Alley,12,3,Percentage,21.0,0.0999995318621684,2
Hines Ward,12,3,Percentage,25.0,0.09999919778342364,1
Sugar Ray Leonard,12,3,Percentage,20.0,0.10000195820533288,9
Chris Jericho,12,3,Percentage,21.0,0.10000158250266164,7
Petra Nemcova,12,3,Percentage,25.0,0.09999919778342364,8
Romeo,12,3,Percentage,20.0,0.10000195820533288,5
Wendy Williams,12,3,Percentage,15.0,0.09999537960099718,10
Kendra Wilkinson,12,3,Percentage,23.0,0.10000083109724561,6
Ralph Macchio,12,4,Percentage,25.0,0.1262167823864916,4
Chelsea Kane,12,4,Percentage,26.0,0.13082512776715785,3
Kirstie Alley,12,4,Percentage,22.0,0.11239128569223478,2
Hines Ward,12,4,Percentage,25.0,0.1262167823864916,1
Sugar Ray Leonard,12,4,Percentage,21.0,0.059393718659774254,9
Chris Jericho,12,4,Percentage,23.0,0.11699952907223728,7
Petra Nemcova,12,4,Percentage,23.0,0.11699969938185176,8
Romeo,12,4,Percentage,23.0,0.11699969938185176,5
Kendra Wilkinson,12,4,Percentage,18.0,0.09395737527190917,6
Ralph Macchio,12,5,Percentage,22.0,0.12340917834350006,4
Chelsea Kane,12,5,Percentage,26.0,0.13068191218586794,3
Kirstie Alley,12,5,Percentage,23.0,0.1252273617509096,2
Hines Ward,12,5,Percentage,27.0,0.13250001673567144,1
Chris Jericho,12,5,Percentage,26.0,0.13068191217271544,7
Petra Nemcova,12,5,Percentage,22.0,0.10340894981495564,8
Romeo,12,5,Percentage,26.0,0.13068170136975693,5
Kendra Wilkinson,12,5,Percentage,22.0,0.12340896762662298,6
Ralph Macchio,12,6,Percentage,24.0,0.14275942492353766,4
Chelsea Kane,12,6,Percentage,28.0,0.14549459268345727,3
Kirstie Alley,12,6,Percentage,26.0,0.14412695197950903,2
Hines Ward,12,6,Percentage,27.0,0.14481075003932525,1
Chris Jericho,12,6,Percentage,22.0,0.1338705337964243,7
Romeo,12,6,Percentage,28.0,0.1454945235701453,5
Kendra Wilkinson,12,6,Percentage,25.0,0.1434432230076013,6
Ralph Macchio,12,7,Percentage,33.0,0.17300181382358934,4
Chelsea Kane,12,7,Percentage,32.0,0.17146601983844015,3
Kirstie Alley,12,7,Percentage,30.0,0.16839447192334234,2
Hines Ward,12,7,Percentage,33.0,0.1730018137329082,1
Romeo,12,7,Percentage,30.0,0.16839447192334234,5
Kendra Wilkinson,12,7,Percentage,30.5,0.14574140875837743,6
Ralph Macchio,12,8,Percentage,23.0,0.19827686073916978,4
Chelsea Kane,12,8,Percentage,27.5,0.21766198521989744,3
Kirstie Alley,12,8,Percentage,26.5,0.21335421768654445,2
Hines Ward,12,8,Percentage,27.0,0.2155081032106662,1
Romeo,12,8,Percentage,26.0,0.15519883314372226,5
Ralph Macchio,12,9,Percentage,24.0,0.25000082350063824,4
Chelsea Kane,12,9,Percentage,36.5,0.2499999329533179,3
Kirstie Alley,12,9,Percentage,27.0,0.2500007536359865,2
Hines Ward,12,9,Percentage,30.0,0.24999848991005738,1
Chelsea Kane,12,10,Percentage,29.666600000000003,0.3396905597330618,3
Kirstie Alley,12,10,Percentage,27.9999,0.3206188805338765,2
Hines Ward,12,10,Percentage,29.666600000000003,0.3396905597330618,1
Elisabetta Canalis,13,1,Percentage,15.0,0.07852363527068446,11
David Arquette,13,1,Percentage,18.0,0.084295520753977,6
Ricki Lake,13,1,Percentage,20.0,0.0881429204607107,3
J.R. Martinez,13,1,Percentage,22.0,0.09199112429726938,1
Metta World Peace (Ron),13,1,Percentage,14.0,0.06313183597707903,12
Hope Solo,13,1,Percentage,21.0,0.09006740615426921,4
Chynna Phillips,13,1,Percentage,22.0,0.09199112448292456,9
Kristin Cavallari,13,1,Percentage,19.0,0.0862193777145013,10
Carson Kressley,13,1,Percentage,17.0,0.08237103517047048,8
Chaz Bono,13,1,Percentage,17.0,0.08237103517047048,7
