celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,season_rule,week1_total_score,week1_avg_score,week1_judge_count,week2_total_score,week2_avg_score,week2_judge_count,week3_total_score,week3_avg_score,week3_judge_count,week4_total_score,week4_avg_score,week4_judge_count,week5_total_score,week5_avg_score,week5_judge_count,week6_total_score,week6_avg_score,week6_judge_count,week7_total_score,week7_avg_score,week7_judge_count,week8_total_score,week8_avg_score,week8_judge_count,week9_total_score,week9_avg_score,week9_judge_count,week10_total_score,week10_avg_score,week10_judge_count,week11_total_score,week11_avg_score,week11_judge_count,cumulative_total_score,overall_avg_score,score_trend,is_winner,eliminated_week,final_rank,industry_encoded,country_encoded,season_rule_encoded,active_weeks
Aiden Turner,Edyta Sliwinska,Actor/Actress,Unknown,England,32,10,Eliminated Week 4,9,5.0,5.0,5.0,,7.0,6.0,6.0,,7.0,6.0,7.0,,5.5,5.5,5.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,Percentage,15.0,5.0,3,19.0,6.333333333333333,3,20.0,6.666666666666667,3,16.5,5.5,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,,0,70.5,2.35,0.1833333333333334,False,4.0,,0,8,1,4
Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,10,Eliminated Week 2,11,6.0,6.0,6.0,,7.0,6.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,Percentage,18.0,6.0,3,20.0,6.666666666666667,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,,0,38.0,1.2666666666666668,0.666666666666667,False,2.0,,0,22,1,2
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,7.0,5.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,8.6666,8.6666,8.6666,,8.5,8.0,8.0,,7.0,7.0,7.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,Percentage,18.0,6.0,3,21.0,7.0,3,21.0,7.0,3,18.0,6.0,3,18.0,6.0,3,25.9998,8.6666,3,24.5,8.166666666666666,3,21.5,7.166666666666667,3,0.0,0.0,3,0.0,0.0,3,0.0,,0,167.9998,5.599993333333333,0.22618809523809524,False,8.0,,0,22,1,8
Buzz Aldrin,Ashly DelGrosso,Astronaut,New Jersey,United States,80,10,Eliminated Week 3,10,5.0,4.0,5.0,,4.0,4.0,4.0,,5.0,4.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,Percentage,14.0,4.666666666666667,3,12.0,4.0,3,13.0,4.333333333333333,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,,0,39.0,1.3,-0.16666666666666696,False,3.0,,1,22,1,3
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,6.0,6.0,6.0,,6.0,5.0,5.0,,7.0,6.0,7.0,,7.5,6.5,8.0,,6.0,6.0,6.0,,10.3333,10.3333,10.3333,,8.5,9.0,8.5,,7.5,7.5,7.5,,8.5,8.5,9.0,,0.0,0.0,0.0,,,,,,Percentage,18.0,6.0,3,16.0,5.333333333333333,3,20.0,6.666666666666667,3,22.0,7.333333333333333,3,18.0,6.0,3,30.999899999999997,10.3333,3,26.0,8.666666666666666,3,22.5,7.5,3,26.0,8.666666666666666,3,0.0,0.0,3,0.0,,0,199.4999,6.649996666666667,0.4027772222222222,False,9.0,,2,22,1,9
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,8.0,7.0,8.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,8.5,9.0,,10.0,9.5,10.0,,9.3333,8.7777,8.7777,,,,,,Percentage,23.0,7.666666666666667,3,24.0,8.0,3,26.0,8.666666666666666,3,26.0,8.666666666666666,3,27.0,9.0,3,27.0,9.0,3,27.0,9.0,3,26.5,8.833333333333334,3,29.5,9.833333333333334,3,26.888699999999996,8.9629,3,0.0,,0,262.8887,8.762956666666668,0.15959252525252526,False,,2.0,2,22,1,10
Pamela Anderson,Damian Whitewood,Model,Unknown,Canada,42,10,Eliminated Week 7,6,7.0,6.0,8.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,7.5,7.5,8.5,,7.0,6.0,8.0,,9.6666,9.6666,10.6666,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,Percentage,21.0,7.0,3,22.0,7.333333333333333,3,21.0,7.0,3,23.5,7.833333333333333,3,21.0,7.0,3,29.9998,9.999933333333333,3,25.5,8.5,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,,0,163.9998,5.466659999999999,0.35118571428571427,False,7.0,,13,3,1,7
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,9.0,7.0,9.0,,10.0,8.0,10.0,,8.0,6.0,9.0,,8.5,8.0,8.5,,10.0,9.0,10.0,,12.3333,10.3333,13.3333,,9.0,9.0,9.0,,10.0,9.5,10.0,,10.0,9.5,10.0,,9.5,9.5,9.7777,,,,,,Percentage,25.0,8.333333333333334,3,28.0,9.333333333333334,3,23.0,7.666666666666667,3,25.0,8.333333333333334,3,29.0,9.666666666666666,3,35.9999,11.999966666666666,3,27.0,9.0,3,29.5,9.833333333333334,3,29.5,9.833333333333334,3,28.7777,9.592566666666666,3,0.0,,0,280.7776,9.359253333333333,0.18181656565656565,True,,1.0,21,22,1,10
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,7.0,7.0,7.0,,8.0,7.0,8.0,,8.0,7.0,8.0,,6.5,6.5,6.5,,7.0,7.0,8.0,,12.0,10.0,12.0,,8.5,8.5,8.5,,8.5,9.0,9.0,,9.5,9.0,9.5,,9.2222,8.8888,8.8888,,,,,,Percentage,21.0,7.0,3,23.0,7.666666666666667,3,23.0,7.666666666666667,3,19.5,6.5,3,22.0,7.333333333333333,3,34.0,11.333333333333334,3,25.5,8.5,3,26.5,8.833333333333334,3,28.0,9.333333333333334,3,26.9998,8.999933333333333,3,0.0,,0,249.4998,8.31666,0.27575393939393944,False,,3.0,24,22,1,10
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,6.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.5,5.5,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,Percentage,16.0,5.333333333333333,3,15.0,5.0,3,15.0,5.0,3,16.0,5.333333333333333,3,15.0,5.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,,0,77.0,2.5666666666666664,-0.033333333333333305,False,5.0,,25,22,1,5
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,7.0,6.0,7.0,,6.0,7.0,7.0,,7.0,7.0,7.0,,6.5,6.5,6.0,,8.0,7.0,8.0,,8.3333,8.3333,8.3333,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,Percentage,20.0,6.666666666666667,3,20.0,6.666666666666667,3,21.0,7.0,3,19.0,6.333333333333333,3,23.0,7.666666666666667,3,24.999899999999997,8.3333,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,,0,127.9999,4.266663333333333,0.3047571428571427,False,6.0,,25,22,1,6
David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,11,Eliminated Week 1,12,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,Percentage,15.0,5.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,4,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,,0,15.0,0.5,0.0,False,1.0,,0,22,1,1
Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,11,Eliminated Week 5,8,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,6.0,7.0,,6.0,6.0,5.5,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,Percentage,18.0,6.0,3,19.0,6.333333333333333,3,20.0,6.666666666666667,3,17.5,5.833333333333333,3,21.0,7.0,3,0.0,0.0,3,0.0,0.0,4,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,,0,95.5,3.183333333333333,0.15000000000000002,False,5.0,,0,22,1,5
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,8.0,7.0,8.0,,8.0,7.0,7.0,,8.0,7.0,8.0,,7.0,6.5,6.5,,8.0,5.0,7.0,,10.3333,9.3333,10.3333,,9.0,8.5,8.0,8.0,9.5,9.0,9.5,,10.0,9.0,10.0,,9.3333,8.6666,9.3333,,,,,,Percentage,23.0,7.666666666666667,3,22.0,7.333333333333333,3,23.0,7.666666666666667,3,20.0,6.666666666666667,3,20.0,6.666666666666667,3,29.999899999999997,9.999966666666666,3,33.5,8.375,4,28.0,9.333333333333334,3,29.0,9.666666666666666,3,27.333199999999998,9.111066666666666,3,0.0,,0,255.8331,8.248603333333332,0.2795428282828282,False,,2.0,0,22,1,10
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,8.0,8.0,9.0,,9.0,10.0,10.0,,9.5,9.0,9.0,9.0,9.5,9.5,9.5,,10.0,10.0,10.0,,10.0,10.0,10.0,,,,,,Percentage,24.0,8.0,3,24.0,8.0,3,24.0,8.0,3,28.0,9.333333333333334,3,25.0,8.333333333333334,3,29.0,9.666666666666666,3,36.5,9.125,4,28.5,9.5,3,30.0,10.0,3,30.0,10.0,3,0.0,,0,279.0,8.995833333333334,0.24368686868686873,True,,1.0,0,22,1,10
Rick Fox,Cheryl Burke,Athlete,Unknown,Canada,41,11,Eliminated Week 7,6,8.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,6.0,7.0,6.5,,8.0,8.0,8.0,,10.0,10.0,10.0,,9.0,8.5,8.5,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,Percentage,22.0,7.333333333333333,3,21.0,7.0,3,24.0,8.0,3,19.5,6.5,3,24.0,8.0,3,30.0,10.0,3,34.5,8.625,4,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,,0,175.0,5.5458333333333325,0.3526785714285714,False,7.0,,2,3,1,7
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,7.0,5.0,7.0,,7.0,7.0,7.0,,8.0,8.0,7.0,,6.0,5.5,5.5,,8.0,8.0,8.0,,7.3333,7.3333,7.3333,,9.5,8.5,8.5,8.5,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,Percentage,19.0,6.333333333333333,3,21.0,7.0,3,23.0,7.666666666666667,3,17.0,5.666666666666667,3,24.0,8.0,3,21.9999,7.3333,3,35.0,8.75,4,24.0,8.0,3,0.0,0.0,3,0.0,0.0,3,0.0,,0,184.9999,5.874996666666666,0.25892738095238094,False,8.0,,2,22,1,8
Margaret Cho,Louis van Amstel,Comedian,California,United States,41,11,Eliminated Week 3,10,5.0,5.0,5.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,Percentage,15.0,5.0,3,18.0,6.0,3,18.0,6.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,4,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,,0,51.0,1.7,0.5,False,3.0,,4,22,1,3
Michael Bolton,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,11,Eliminated Week 2,11,6.0,5.0,5.0,,4.0,5.0,3.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,Percentage,16.0,5.333333333333333,3,12.0,4.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,4,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,,0,28.0,0.9333333333333332,-1.333333333333333,False,2.0,,21,22,1,2
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,7.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,11.3333,12.3333,12.3333,,9.0,9.0,9.5,9.0,9.0,9.5,10.0,,9.5,9.5,9.5,,0.0,0.0,0.0,,,,,,Percentage,23.0,7.666666666666667,3,21.0,7.0,3,24.0,8.0,3,24.0,8.0,3,27.0,9.0,3,35.9999,11.999966666666666,3,36.5,9.125,4,28.5,9.5,3,28.5,9.5,3,0.0,0.0,3,0.0,,0,248.4999,7.979163333333334,0.35138833333333336,False,9.0,,21,22,1,9
The Situation,Karina Smirnoff,TV Personality,New York,United States,28,11,Eliminated Week 4,9,5.0,5.0,5.0,,6.0,6.0,6.0,,7.0,6.0,7.0,,5.0,4.5,4.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,Percentage,15.0,5.0,3,18.0,6.0,3,20.0,6.666666666666667,3,14.0,4.666666666666667,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,4,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,,0,67.0,2.2333333333333334,-0.033333333333333215,False,4.0,,25,22,1,4
Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,Eliminated Week 6,7,6.0,7.0,6.0,,8.0,8.0,7.0,,8.0,9.0,9.0,,8.0,7.5,7.5,,7.0,8.0,8.0,,10.6666,10.6666,10.6666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,Percentage,19.0,6.333333333333333,3,23.0,7.666666666666667,3,26.0,8.666666666666666,3,23.0,7.666666666666667,3,23.0,7.666666666666667,3,31.9998,10.6666,3,0.0,0.0,4,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,,0,145.9998,4.86666,0.5904666666666669,False,6.0,,25,22,1,6
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,6.0,6.0,6.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,5.0,5.5,5.5,,6.0,6.0,6.0,,9.6666,8.6666,9.6666,,8.5,8.0,8.0,8.0,7.5,8.0,8.0,,8.5,9.0,9.0,,8.3333,9.0,8.3333,,,,,,Percentage,18.0,6.0,3,22.0,7.333333333333333,3,19.0,6.333333333333333,3,16.0,5.333333333333333,3,18.0,6.0,3,27.9998,9.333266666666667,3,32.5,8.125,4,23.5,7.833333333333333,3,26.5,8.833333333333334,3,25.666600000000003,8.555533333333335,3,0.0,,0,229.1664,7.368046666666666,0.3194428282828285,False,,3.0,25,22,1,10
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,8.0,8.0,8.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,9.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.5,7.5,8.0,7.5,7.5,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,,,,,Percentage,24.0,8.0,3,21.0,7.0,3,21.0,7.0,3,25.0,8.333333333333334,3,22.0,7.333333333333333,3,24.0,8.0,3,33.0,8.25,4,23.0,7.666666666666667,3,24.0,8.0,3,0.0,0.0,3,0.0,,0,217.0,6.958333333333334,0.06944444444444445,False,9.0,,0,22,1,9
Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3rd Place,3,7.0,7.0,7.0,,6.0,5.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,10.0,9.0,9.0,,8.0,8.5,7.5,8.0,9.0,9.0,9.5,,12.0,12.0,12.5,,10.0,9.6666,10.0,,,,,,Percentage,21.0,7.0,3,18.0,6.0,3,23.0,7.666666666666667,3,26.0,8.666666666666666,3,26.0,8.666666666666666,3,28.0,9.333333333333334,3,32.0,8.0,4,27.5,9.166666666666666,3,36.5,12.166666666666666,3,29.666600000000003,9.888866666666667,3,0.0,,0,267.6666,8.655553333333334,0.4565644444444445,False,,3.0,0,22,1,10
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,8.0,7.0,8.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,,8.0,7.0,8.0,,8.0,9.0,9.0,,8.0,7.0,7.0,8.0,8.5,9.0,9.0,,9.0,9.0,9.0,,9.3333,9.3333,9.3333,,,,,,Percentage,23.0,7.666666666666667,3,20.0,6.666666666666667,3,21.0,7.0,3,22.0,7.333333333333333,3,23.0,7.666666666666667,3,26.0,8.666666666666666,3,30.0,7.5,4,26.5,8.833333333333334,3,27.0,9.0,3,27.999899999999997,9.3333,3,0.0,,0,246.4999,7.966663333333334,0.25454363636363636,False,,2.0,0,22,1,10
Hines Ward,Kym Johnson,Athlete,Unknown,South Korea,35,12,1st Place,1,7.0,7.0,7.0,,8.0,7.0,8.0,,9.0,8.0,8.0,,9.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,9.0,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,9.6666,10.0,,,,,,Percentage,21.0,7.0,3,23.0,7.666666666666667,3,25.0,8.333333333333334,3,25.0,8.333333333333334,3,27.0,9.0,3,27.0,9.0,3,33.0,8.25,4,27.0,9.0,3,30.0,10.0,3,29.666600000000003,9.888866666666667,3,0.0,,0,267.6666,8.64722,0.2752513131313131,True,,1.0,2,19,1,10
Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,12,Eliminated Week 4,9,6.0,5.0,6.0,,6.0,5.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,Percentage,17.0,5.666666666666667,3,17.0,5.666666666666667,3,20.0,6.666666666666667,3,21.0,7.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,4,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,,0,75.0,2.5,0.4999999999999999,False,4.0,,2,22,1,4
Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,12,Eliminated Week 6,7,7.0,6.0,6.0,,8.0,7.0,8.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,9.0,8.0,9.0,,7.0,8.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,Percentage,19.0,6.333333333333333,3,23.0,7.666666666666667,3,21.0,7.0,3,23.0,7.666666666666667,3,26.0,8.666666666666666,3,22.0,7.333333333333333,3,0.0,0.0,4,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,,0,134.0,4.466666666666667,0.24761904761904754,False,6.0,,2,22,1,6
Petra Nemcova,Dmitry Chaplin,Model,Unknown,Czechoslovakia,31,12,Eliminated Week 5,8,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,9.0,8.0,,8.0,7.0,8.0,,7.0,7.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,Percentage,18.0,6.0,3,18.0,6.0,3,25.0,8.333333333333334,3,23.0,7.666666666666667,3,22.0,7.333333333333333,3,0.0,0.0,3,0.0,0.0,4,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,,0,106.0,3.5333333333333337,0.43333333333333335,False,5.0,,13,7,1,5
Mike Catherwood,Lacey Schwimmer,Radio Personality,California,United States,32,12,Eliminated Week 2,11,5.0,4.0,4.0,,6.0,5.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,Percentage,13.0,4.333333333333333,3,17.0,5.666666666666667,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,4,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,,0,30.0,1.0,1.333333333333334,False,2.0,,20,22,1,2
Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,12,Eliminated Week 8,5,7.0,6.0,6.0,,7.0,8.0,8.0,,7.0,6.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,10.0,9.0,9.0,,7.5,8.0,7.0,7.5,8.5,9.0,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,Percentage,19.0,6.333333333333333,3,23.0,7.666666666666667,3,20.0,6.666666666666667,3,23.0,7.666666666666667,3,26.0,8.666666666666666,3,28.0,9.333333333333334,3,30.0,7.5,4,26.0,8.666666666666666,3,0.0,0.0,3,0.0,0.0,3,0.0,,0,195.0,6.25,0.2916666666666666,False,8.0,,21,22,1,8
Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,12,Eliminated Week 3,10,5.0,4.0,5.0,,6.0,5.0,6.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,Percentage,14.0,4.666666666666667,3,17.0,5.666666666666667,3,15.0,5.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,4,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,,0,46.0,1.5333333333333334,0.16666666666666652,False,3.0,,25,22,1,3
Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,12,Eliminated Week 7,6,6.0,6.0,6.0,,7.0,6.0,6.0,,8.0,7.0,8.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,9.0,,7.5,7.5,7.5,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,Percentage,18.0,6.0,3,19.0,6.333333333333333,3,23.0,7.666666666666667,3,18.0,6.0,3,22.0,7.333333333333333,3,25.0,8.333333333333334,3,30.5,7.625,4,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,,0,155.5,4.929166666666667,0.30505952380952384,False,7.0,,25,22,1,7
Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,Unknown,Italy,33,13,Eliminated Week 2,11,5.0,5.0,5.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,Percentage,15.0,5.0,3,21.0,7.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,,0,36.0,1.2,2.0,False,2.0,,0,12,1,2
David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,13,Eliminated Week 7,6,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,7.0,8.0,,8.0,9.0,8.0,,8.0,7.0,8.0,,8.0,7.5,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,Percentage,18.0,6.0,3,18.0,6.0,3,24.0,8.0,3,23.0,7.666666666666667,3,25.0,8.333333333333334,3,23.0,7.666666666666667,3,23.5,7.833333333333333,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,,0,154.5,5.15,0.3273809523809524,False,7.0,,0,22,1,7
Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,13,3rd Place,3,7.0,6.0,7.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,9.0,8.5,9.0,,8.5,8.5,9.0,,10.8333,11.3333,11.3333,,9.3333,9.3333,9.3333,,,,,,Percentage,20.0,6.666666666666667,3,23.0,7.666666666666667,3,27.0,9.0,3,29.0,9.666666666666666,3,24.0,8.0,3,29.0,9.666666666666666,3,26.5,8.833333333333334,3,26.0,8.666666666666666,3,33.4999,11.166633333333332,3,27.999899999999997,9.3333,3,0.0,,0,265.9998,8.86666,0.2787846464646463,False,,3.0,0,22,1,10
